pd,lgd,ead,ecl
0.2637766653153178,0.2562274533820433,2171,146.73099320052793
0.21530910327772698,0.2816921886346191,1007,61.075448783006976
0.5068948058954613,0.16759708002585516,1819,154.53148852465222
0.11956482110094427,0.5912049948167846,2394,169.22544273757296
0.26918413090223264,0.20750380004764835,8133,454.2827856978351
0.018648384267644577,0.25345658923641035,730,3.4503857860104037
0.2936797337001788,0.10313299175986462,1164,35.2553129628811
0.4496917516393758,0.24122872836060696,5954,645.881402220821
0.5901688600958015,0.5120450375439777,1977,597.4356324192064
0.12337046775842594,0.5349037096546614,1526,100.70275564123038
0.6864962478278237,0.4259009638056911,3965,1159.2843749194826
0.1166799950490427,0.2852554767664321,4771,158.79609193984635
0.16910667387864506,0.24787248292333505,9436,395.5277847329359
0.548682136013074,0.4316679645245102,3832,907.6034551565108
0.06116700998005647,0.1970520448002358,5943,71.63148053503882
0.06169314023168982,0.37517806759442723,1213,28.07599263391633
0.19892316847701055,0.30607302242294726,1568,95.46770415614978
0.3162772057184302,0.30324768504005073,1755,168.3226299661625
0.23680045438821928,0.48446557454412287,2315,265.5806618540579
0.035280200056071936,0.09097264733509326,1412,4.531860875028948
0.4044425211814642,0.325338840592838,1295,170.39721490127036
0.7061051678527522,0.6046215741333603,12612,5384.3959849615685
0.325607157869811,0.22808291410575965,2249,167.02295076702075
0.5242146367098319,0.311867577054864,1108,181.1419878569893
0.031183733096162892,0.27347695300348757,618,5.270323967835012
0.08138566653079202,0.21105905693146867,1409,24.20264947425069
0.07638885998170074,0.06881685718489745,797,4.189702490498629
0.38061424509988623,0.1078420704249405,3617,148.46420748909256
0.10135937816469452,0.3749653616765385,1318,50.092245266754844
0.9610102010286584,0.8163422381037169,15945,12509.063266562653
0.044483044906436627,0.12357063241739781,2012,11.059557557771038
0.24742635596617174,0.1408222075266004,2622,91.35867544753194
0.22085780048703413,0.33763164232582527,2337,174.26677589774513
0.17551740013764636,0.3193693559984723,7057,395.5792814451678
0.3389298194874483,0.37477326653094034,1469,186.5950764582838
0.44685757399523085,0.33338728049763183,2323,346.0727146586633
0.08364272552103649,0.16738465523547452,932,13.04847417764212
0.11813046654285733,0.2863602886983326,1919,64.9156911717969
0.031842456678749534,0.35683426641709576,2445,27.78126279285597
0.35427086101981875,0.5581949104795468,11938,2360.7656627533834
0.5916136186981761,0.2406864018990516,6458,919.5762749587641
0.2800206195071478,0.2521283849205236,6078,429.11376867487076
0.1456912528058507,0.5635616256451391,7721,633.9404203910191
0.07572194545065326,0.12932092824676783,1410,13.807329506804734
0.48975874331097424,0.46826207346279874,1449,332.3070592823912
0.7107851318592529,0.1830446419482492,392,51.00132070561989
0.49512162569237356,0.35466815032203375,6260,1099.2802335163906
0.44798254046335706,0.31527514788872324,7855,1109.422618123265
0.21706074987291454,0.12758667085044484,1680,46.52601819362496
0.030830516843304397,0.19196946073904333,3578,21.176456304534764
0.3360508880623958,0.28413911856577007,7174,685.0108472352028
0.12088135880573887,0.11436165842242949,2132,29.473178762592394
0.2644893656914507,0.1495061040879871,4281,169.28261822198894
0.12718316893542428,0.3459052377387791,2366,104.0882052629929
0.3812218561762238,0.261017620339726,1835,182.59281585732154
0.09739033226896507,0.2448553811054104,3868,92.23844350087157
0.13996092610438943,0.2822857856577212,1768,69.85187661659138
0.15464260305953462,0.21734877498512223,781,26.250488042025786
0.3827843995577908,0.25852184560859987,1924,190.39544104998626
0.3677921033270686,0.24720679593541348,2121,192.8428204671559
0.350659743910875,0.13592776931001252,701,33.412742140414466
0.34908435492069895,0.5568774544154433,639,124.21981523753293
0.08112147142121902,0.6676802830977464,1860,100.74356502711498
0.5266690686680845,0.0676713353847233,3499,124.70575673990973
0.39649462684897385,0.3172040452226466,8487,1067.4074400429836
0.8701746939894714,0.5205721832162397,6887,3119.73345396141
0.28393337458036993,0.32544045492075485,2708,250.2284250474008
0.3341832485234428,0.4526504893754895,1984,300.1161305946908
0.24152151001324712,0.24812650167957623,10144,607.9084893793912
0.019210848666385706,0.0892215885774973,1240,2.125387820561667
0.04175754010075623,0.04680098181556564,8613,16.83233314467085
0.08936431673275036,0.32650901432198964,766,22.350543308527797
0.04144489101258865,0.23386105457965312,2728,26.440719667421472
0.20927270242632193,0.29329167709047915,1881,115.45190864594463
0.04711503388110254,0.32584569387566037,709,10.88473171303684
0.7445297473408292,0.12513738089299023,4795,446.7429698670297
0.38772023191476046,0.24815900109876296,3416,328.67476280366606
0.33180776119476857,0.41876730875098594,2462,342.0954987047852
0.14421487301672778,0.5315500907658868,2288,175.39219719011274
0.43366367282823925,0.28499117214666503,3566,440.7230755454425
0.31466861934280116,0.49469960814466146,860,133.87314070850263
0.0476030777489305,0.17079762547612207,682,5.544995983803081
0.34116784680797957,0.09770090633480621,5371,179.02836253782561
0.022193145465286758,0.05164548490209507,1582,1.8132500508289127
0.08804213002282439,0.32812821320230834,1346,38.88473776749115
0.01065183164781081,0.1718601194187228,1924,3.522122613556206
0.44202797672961863,0.23265379937489988,5848,601.4053270880195
0.22037622181338984,0.12985766029823903,7758,222.0148795873077
0.3034776128192617,0.09779652045736298,6967,206.77397319219006
0.5252241340051491,0.11861578841183525,1282,79.86843942686443
0.057810601039868285,0.4443441547398961,1288,33.085889818436534
0.7066591351609866,0.18035483743455097,339,43.20534437738044
0.3387499083709319,0.3802816196857207,3512,452.4171177487904
0.00753837655767513,0.06696152756438149,1898,0.958074735929841
0.03365057147240831,0.2290073404533058,2872,22.132286464553676
0.25295683245987116,0.1919448341675363,1055,51.22421390724827
0.039678151105218405,0.03497046698601967,1262,1.751105103293671
0.5658810508589732,0.1714927584151397,7308,709.2012231494152
0.1868570237281797,0.09130777425126428,909,15.508902536310712
0.02054555073669633,0.3666980040518771,2978,22.436289068038903
0.6436110119461987,0.45657505944828636,1131,332.3519684622663
0.23510088675032062,0.6671149717480449,1577,247.33560988309395
0.16566794372852436,0.14338743196235013,3972,94.35367241059289
0.3516602256939947,0.0834121088876518,1935,56.75881520667954
0.8525625099029164,0.46855923231056223,950,379.5022333800328
0.11264462357602749,0.20058075434801959,763,17.239484144007896
0.4156737174741824,0.24983327452365794,2064,214.3445960020735
0.05141342146272055,0.5047925381144583,1414,36.697699679827515
0.727979420893606,0.4373517725352685,3414,1086.9598695912157
0.15977991057376217,0.23025018512210765,7485,275.368314603193
0.501922631479293,0.39645667241251364,2577,512.7987150859627
0.09079545617678189,0.08998771827704447,338,2.761620864769931
0.1043856947933329,0.08255422393860194,1963,16.91611328702437
0.30252018917721535,0.15067178874971948,571,26.026898338689936
0.5579278176360135,0.37328195057784236,9572,1993.506684115208
0.6060116788711757,0.4087397258837533,4455,1103.5081666310216
0.45622321857674386,0.21930425568146444,1647,164.7851389879248
0.01776409937738627,0.03785541272663455,3777,2.539909043648153
0.412459843278186,0.4408177547382989,884,160.72854587770294
0.05699168616404777,0.27984942792705586,1360,21.690763446665617
0.3526284298682533,0.23838147535877255,5129,431.1441778393504
0.1182824463718051,0.043690565650991046,1175,6.072196711566434
0.2562122866406965,0.1199660531959114,674,20.71658756898555
0.5959347171604533,0.5723343693836153,3244,1106.4437982312122
0.03034490035666318,0.37525925661242426,4591,52.278657006421376
0.674856670503115,0.6381552760432855,3844,1655.469897620959
0.3786132382196674,0.24973099599507315,3915,370.1689701184808
0.06962971231510642,0.34100721809625123,2108,50.05284631212246
0.45465280195528696,0.42420700950603724,3031,584.5795905128895
0.2634494373096272,0.49044889456476093,1501,193.94193643862465
0.02434071377429698,0.3855849727355836,1382,12.97064139761124
0.8225880612426498,0.2769959753949154,951,216.68875683588627
0.16827263847115528,0.5271899472554669,2760,244.8441357844046
0.7065915947022257,0.38999767338449987,4297,1184.1203280238187
0.05536190891996015,0.1301806854368723,936,6.745799970275285
0.5673649241246606,0.03508319587513976,1168,23.24901052639515
0.13818818765324523,0.523590292036515,5117,370.235384889732
0.5045169553549416,0.21124022117803776,902,96.12999445999775
0.12256125916514134,0.272424907198842,1495,49.9161657830841
0.4148000870966424,0.21328768586837793,10623,939.8354074188728
0.051801032471776365,0.20289188804900957,1935,20.33686795890288
0.11437309057786063,0.35579761692293205,1424,57.94779044842397
0.6844988729566547,0.2527855261620131,6568,1136.4702861522644
0.002627714549358235,0.17932213056999474,1413,0.6658160159587382
0.00891696652261848,0.45907708619087056,3074,12.58364957725172
0.05072745803189395,0.17899908151436786,3835,34.82244579585148
0.7063780968420976,0.3457081590964997,5293,1292.5541541720663
0.15864987077828366,0.5076989649403628,1908,153.6824838473646
0.02510250566992855,0.7530324010141247,3342,63.173826387996094
0.024622923268728263,0.1521967060089666,932,3.492695922472764
0.5232206234738279,0.27425521446529777,3104,445.4115352780065
0.1738455756064424,0.13241609568444507,3913,90.07707363875808
0.7262840192051173,0.2838666412794342,3021,622.8329393481346
0.09016428032531824,0.16149510616758178,1364,19.861326792273434
0.4538137334646633,0.6272279762473258,625,177.90291852142755
0.7129183685916191,0.27073103128665066,1200,231.6109501824067
0.1684986780572212,0.4266393763329152,707,50.82493683991224
0.052298099845912334,0.07230178517374886,2978,11.260550528602067
0.0436437247453468,0.17351632422594535,4657,35.26698921489141
0.5120054293321958,0.2787074185914578,2613,372.874346186049
0.5726563352196681,0.298372029950571,10961,1872.8472445440789
0.5050344821162295,0.3008503173551267,7865,1195.0064028899044
0.062178012162593145,0.22413688370200466,1478,20.59797833198346
0.8334600044282999,0.12744193664417902,3149,334.47971704431717
0.3920683231046469,0.2791084479928187,4210,460.6985367210057
0.08322844180712527,0.5065268922175599,2507,105.6887120394917
0.06861176533354083,0.2971845333157523,2141,43.655751041183656
0.2391632483490293,0.2583509088512709,866,53.508444869771544
0.01970609860218582,0.1793106418996187,1544,5.455744364889263
0.6645426853950804,0.4471054876698191,1823,541.6510022486741
0.27810961031685083,0.3836808314563755,14555,1553.0960275332104
0.8152444611638288,0.3094391934856747,2767,698.0271845350017
0.08393416613090202,0.2784128954231005,1291,30.168545294699502
0.2519786285728346,0.047009763307954804,2522,29.874239244813214
0.6500631965758304,0.19682290219895535,915,117.07180234094824
0.043432700329200095,0.15455524409312663,1595,10.70683880360001
0.7908205558236232,0.12880565605034994,4605,469.07524915299
0.06297832677398744,0.16319623835505662,1185,12.179223842481203
0.17353475201993446,0.20446328483738344,3447,122.30468028216183
0.05877146760708145,0.08336194491462662,1258,6.163324237278315
0.046143338595437976,0.06893934297000068,717,2.2808425662168377
0.38879097394600093,0.2639736188054245,1204,123.5671946630993
0.17258271166343736,0.09646449456989085,1925,32.04760030032078
0.33203914977964466,0.23965046240041635,433,34.45525439262436
0.06259530391566699,0.18979570433148493,666,7.912292983148571
0.17608789403416822,0.288550672923689,2251,114.37394099418486
0.8532931469547613,0.2025283838875734,2150,371.5545763754424
0.10368119811437719,0.2927631179634711,4151,125.99958199257088
0.033919746953314636,0.12562663453799972,2030,8.650284017874739
0.23133373648442795,0.11950728040207384,7418,205.0785154553546
0.071512317070768,0.1890917107000363,2684,36.294085019857754
0.7300417557365773,0.6230287464329333,2149,977.4447128286331
0.04455763534439441,0.1768232864769678,3812,30.034090503335705
0.07681738600346445,0.2333098552562293,1154,20.682280203913237
0.23086808156241131,0.33166697819882224,1657,126.87867554052146
0.5214250066167995,0.10102323621988776,1603,84.43969470789197
0.3846410902247115,0.19350923075496132,5302,394.6363510794803
0.417783417990409,0.2241683358777793,2748,257.3606796855253
0.03701324771567034,0.4429747202175065,1231,20.1833935860153
0.3047416073378841,0.27487428359405847,802,67.18003606063881
0.060639487704544054,0.28252440790373773,6304,108.00098130510469
0.2863734502478364,0.26248373128885444,1533,115.23311391285561
0.414130579780532,0.5035530176666099,8978,1872.2425209391433
0.061254755673001905,0.31924735524136355,999,19.535863325817207
0.02209040444133356,0.533519845836558,2662,31.373451335883956
0.03028248286262345,0.26107955387464993,1402,11.084404236618628
0.8320027661005728,0.4461383005847603,12169,4516.99042452449
0.4066503219202672,0.43227723276734487,3060,537.9041681427477
0.9295703010305827,0.46272738596037555,11998,5160.791350276446
0.04583327016140769,0.21371872427211372,2697,26.41826939182666
0.07051580142492866,0.3853752110628194,2404,65.32880062517937
0.18750288379788904,0.2768969954544993,1262,65.52175927531427
0.1463169456982348,0.11064193023661147,4611,74.64650745482172
0.10734323698600201,0.2433528448262852,1901,49.65845825956424
0.029198659311298773,0.3106734453102335,3368,30.551963555941338
0.08378752761538423,0.12839463025789546,1574,16.93288522110233
0.12906010397792722,0.25155212463035975,1445,46.912421156157656
0.018168530912482234,0.5165550927998779,1520,14.265271700732761
0.528725258685556,0.13938156837341492,3878,285.7874873700329
0.8335275815396448,0.453822235476795,10722,4055.846862837492
0.4740358098186497,0.5750447851224506,4788,1305.1696360632889
0.49586049545859534,0.1435007917845899,7582,539.5076254920227
0.1640863866408864,0.1436067644778679,1092,25.731795267755462
0.6219251551347404,0.47707049433164583,1024,303.82299258615416
0.021157485095498727,0.1737119924601446,1076,3.9546323671301487
0.4663063579669914,0.09762512018504853,9398,427.82716742357087
0.2739999497727629,0.11096091879197216,6419,195.158693962075
0.19113233616246722,0.5718941974825725,4796,524.2386453164862
0.4529803988455743,0.07150255848143938,7629,247.09764515777337
0.7044375756128136,0.06316773099554346,9960,443.1973238634517
0.05098186227853477,0.25083604256341463,4675,59.78431409495372
0.03720493010675752,0.5351052237499807,1287,25.62230700235061
0.0642594890859228,0.33332391649607623,2515,53.86934980400398
0.03586788035652881,0.33972367344707444,2745,33.448286361702955
0.07764191913354886,0.6597044487461476,672,34.42032347818903
0.6322934099587306,0.1476476576775542,3804,355.1286621561498
0.14832473837481158,0.31422354901214905,1344,62.63997693869233
0.22016493005318016,0.12597291187566115,1038,28.78874039030498
0.36601743300792594,0.25262675778132204,10127,936.4011301911596
0.07907664580784272,0.25547158030177286,1543,31.17143243802792
0.0791803587305061,0.3336510540522455,4811,127.09993343486511
0.5146308964515343,0.32943189092447295,727,123.25254793467691
0.28209797165710226,0.14622375645711758,1237,51.02553885443347
0.559382658431947,0.10944361603329451,276,16.896957604290233
0.5124585839758486,0.12243374616874377,5381,337.61590837980435
0.2636636675313956,0.6188745764348573,5511,899.2559952523565
0.4479124497458651,0.18193563526669035,3749,305.5106440953122
0.4411079182304037,0.11005919060479662,685,33.255366608116454
0.03221305110854658,0.4564085427940005,1494,21.96525370280821
0.8225681944601573,0.1761113052109823,2746,397.7953312329977
0.20622281338533577,0.18644175405620447,708,27.221568482208866
0.10690107413986401,0.20689906962469773,4351,96.23425533195275
0.1453388200314759,0.30595990608795287,701,31.171964061162743
0.4823798268522736,0.4393342323265035,3643,772.0463120613242
0.6311452952977771,0.15696694698233177,4249,420.94396899680066
0.7509977298938797,0.5050397022085158,1938,735.0517521981304
0.11273662213086273,0.35830594516209324,2910,117.54712766571333
0.2218004374495541,0.1967363367398091,2659,116.02867056040797
0.14992549163026614,0.4512389687240004,1028,69.54648650708309
0.047953355827726106,0.471458318517816,3398,76.82201290279764
0.021184719422529367,0.3261853580478449,5801,40.08575282717906
0.08932366000747469,0.7214215325008806,1525,98.27101782904951
0.42177275042546464,0.49120913004530675,4473,926.7099932629301
0.2755785345004256,0.34416976704628927,1068,101.29531442346317
0.14798618483140996,0.4913346709759323,6615,480.9815678101174
0.19438866323987586,0.5114779676323982,1864,185.32916630638013
0.8966898492926227,0.047550755873553056,7408,315.8643791141928
0.44211681702875466,0.05025859397448933,11590,257.5317656216011
0.959559456481579,0.10647712568589152,4110,419.9233560170956
0.219643138984275,0.4642340361126316,3384,345.0523379767583
0.26996922043528004,0.19912888177502766,2101,112.9469635247808
0.415341718311343,0.08450168290260743,1275,44.748769575635734
0.5462082896695446,0.16694922505976686,4169,380.1671522913866
0.5336709318916495,0.31391331482267504,1521,254.80767151826748
0.6624316550874553,0.3907372404257884,5743,1486.4992650393128
0.47731543623283806,0.1638543895012978,3599,281.4786156231149
0.26120020698778834,0.35517532463479096,3213,298.0760128850497
0.3172582661977714,0.3637720979383461,4439,512.3036808636393
0.234275612633657,0.6001741981966855,3949,555.253796801328
0.07766277553070225,0.30138409289552465,1459,34.149828401246324
0.12402812581141187,0.844224763603197,882,92.35211660047892
0.5544337923444981,0.23090068253945492,3758,481.09593216091366
0.029483148771577487,0.17359375786979053,1743,8.920831896787766
0.25029348072229524,0.43367545225960963,1136,123.30841327905603
0.12686290246268309,0.5582146084266786,1236,87.52947262168911
0.08772580462734889,0.09678222914856828,959,8.14219666973346
0.011774071294908171,0.14901276044395,3229,5.665238088112273
0.7039091161323237,0.3118149251954397,6199,1360.614594656978
0.13331428290664435,0.4504520677903152,727,43.6575818297313
0.6634323282240379,0.09941091372697197,1246,82.17670777517591
0.0061661766406313386,0.2871116810911284,2331,4.126758906329065
0.18199527224049283,0.5869732563053821,4463,476.7660338759098
0.10925634251198157,0.32823751747081964,776,27.82893577204174
0.6600309643574321,0.2729112002234095,2406,433.3924014577673
0.2880282390712882,0.6751988944487091,1239,240.95619590417746
0.04813564556945411,0.3942381008617035,3399,64.50250177088938
0.3865401255270172,0.44687374850796424,2247,388.1347244922148
0.12156335849587452,0.5620829957429613,1766,120.66847840034423
0.565981572042673,0.384664516944324,2473,538.4043182667119
0.027607818784883675,0.2384618526804491,1542,10.151620711732397
0.022932377285831272,0.3991122287873408,3850,35.23748000827019
0.6558449819722388,0.3292217843945704,3650,788.1023616666074
0.6696961647983027,0.20227491792447702,3446,466.80459090567666
0.31570055137044545,0.7354013949979206,3001,696.7320442641942
0.11434395674838607,0.4026615029632686,3079,141.76303928606305
0.06384885876389482,0.453930713632701,6070,175.92655520160284
0.10930020535911128,0.4051437627781962,2146,95.02980822809633
0.3129211796940063,0.08132591765616638,13756,350.07097038670247
0.9359010823774008,0.3763773733725502,14782,5206.988932761455
0.7267524452973063,0.18997697939753433,7685,1061.0390108057159
0.14355984792312015,0.13975092866529681,2320,46.545283193827196
0.029197973587616992,0.267662567541786,846,6.6116630725470795
0.8089990235839195,0.24529500404115914,14318,2841.31286979582
0.08529039341978703,0.6160752426083786,362,19.021398534209887
0.10497007121537064,0.1940227560154299,2212,45.05088052614885
0.5374607868860688,0.16230623857571227,12976,1131.93850538963
0.15352007048300143,0.19192702361069963,1283,37.803146196730246
0.37036155492781037,0.4490111999182814,1330,221.1743266217097
0.1226441648006245,0.07486119230550775,4272,39.22246407166206
0.06979357735489958,0.4032848520028975,2238,62.99229784705589
0.09850917792389013,0.30538099865340257,1126,33.87326785341962
0.4196174803168928,0.40556166475720934,7374,1254.9129528403876
0.11590620989622732,0.26483113155895555,2326,71.39790215027341
0.09811585503785843,0.39738694809416797,1449,56.49645231986617
0.1231093377858709,0.41607793667792425,1820,93.22600423815003
0.1873942430492913,0.16236087927707007,983,29.908260673703868
0.6573390883199358,0.07530922653662744,3249,160.8375158211015
0.08510525206854702,0.40378983958389975,1957,67.25159280955015
0.04490171746193577,0.38252924032413504,2406,41.32598500713156
0.818178457735915,0.3087315985518217,11760,2970.5471075318837
0.570624364118853,0.04463412421489743,2578,65.65990373267333
0.3421313644314706,0.33872524798674347,2348,272.10627140104583
0.5571055713127676,0.13490505779871143,1223,91.91622742137213
0.034778318601741645,0.4230520195954244,1516,22.304965490661477
0.10219452657228052,0.618463704142107,1473,93.09891082334498
0.18000135312885535,0.4459911149614075,1887,151.48648088105594
0.3682090047524992,0.22731578205566397,8648,723.8351601851797
0.21053805168178003,0.23039478801252578,802,38.90250956820671
0.2759242104347075,0.07604782527042536,2899,60.83098137861125
0.25753390137802995,0.18334716891870095,2039,96.2777297935112
0.007888850198181406,0.2852104977017609,2197,4.943212412225544
0.2690110705034517,0.5295959343005476,1053,150.0179291891507
0.13404519663158942,0.18137786437994252,3235,78.65200988770684
0.08440392900467633,0.43514505718735297,939,34.48754741024896
0.41898244520988015,0.39127289256670694,1967,322.4630429259091
0.03013831649467101,0.08064545376380255,7253,17.6285485727045
0.08749437914848492,0.2835106699937568,2292,56.85441240164731
0.11522058049643127,0.3707360991713588,1597,68.21813640633783
0.4255308348179332,0.2549989436657883,1381,149.85219037197152
0.05242047267320126,0.6127101255869059,5842,187.63659477513497
0.6472723928164542,0.41898797420053285,2579,699.4231200963899
0.6102971008862086,0.31493090581002836,8471,1628.138218615223
0.13381777778284068,0.3058546372812606,2782,113.8638878976142
0.2841860549373169,0.5021990128576236,1042,148.71211042023472
0.0999134823345412,0.09619821072097685,3186,30.62223335276655
0.05489710154202444,0.2123421166006864,2028,23.640328541979486
0.10447867331063324,0.29259595956696605,958,29.28609608940075
0.0631567220152116,0.28998679331929983,1591,29.138552932355676
0.17020085140459223,0.15920478287661116,2762,74.84133285664618
0.16355555629809687,0.3456242317666114,2779,157.09343375730288
0.10759284451111198,0.010416422927863345,2743,3.074169446201775
0.015229865141484935,0.3190885930488483,1149,5.583768000127826
0.0596949145061475,0.02573075636180386,1313,2.016761830470863
0.5858128438153629,0.3367161756901021,1190,234.730665923186
0.018575053563648563,0.1718149227134357,3448,11.00419336112004
0.6729457623116967,0.5336808850587027,11328,4068.318549425965
0.30690799287901094,0.18425657369503348,1872,105.86125406845179
0.20771468610351101,0.4259059824210775,2058,182.0649366883989
0.2832851737437794,0.42444646584603,2136,256.83133879606055
0.051466698591538663,0.17355142621320543,1484,13.255264511481311
0.06770374458955719,0.1314284602829853,660,5.872811278486679
0.0549028094833685,0.23449613073705433,1287,16.56947685450087
0.709754349323153,0.2178861664450674,3394,524.8673506661487
0.401418793898845,0.18567235467911858,609,45.390214959471066
0.12816359098031302,0.3561516774789333,1884,85.9964572000787
0.47853788955498033,0.12804235597586908,1620,99.26245245979065
0.3324848897365618,0.17949258972419518,2629,156.8949707909317
0.49330128968104797,0.21183719216963057,719,75.13518371167766
0.3225649860413537,0.4827529779094158,5096,793.5450818316173
0.15387420249042788,0.18525741979819865,1244,35.46188413224148
0.7829357494718728,0.3863054206547382,1842,557.1171808915616
0.0810750391408444,0.653262272605416,2576,136.43336889017746
0.05529984055639439,0.41887878999868816,1424,32.9854367463212
0.2606118654608226,0.2464855888875706,1512,97.12644852334917
0.03005614986612764,0.2820845249990463,11054,93.71995457810189
0.07752254923359873,0.37537892472729356,518,15.07397154783517
0.18099112405249682,0.5148994856871765,2759,257.1173810237772
0.05749815408878689,0.3072082556233288,2670,47.16263334320417
0.439734482587546,0.43558542375902903,4817,922.6574813348662
0.22232170370553422,0.31635633659229867,2679,188.42178479463738
0.4030690526897256,0.23235592276297312,3905,365.7246559405572
0.2015506987323157,0.22498889296762137,3386,153.54381982757167
0.5124563269975575,0.31757066664879197,343,55.82019640580094
0.12083178372302493,0.31257531466923855,4594,173.5109367717259
0.3388437753186047,0.44202805954733226,3620,542.1980125074658
0.4211202133221741,0.06286164852622589,1721,45.55884695073132
0.5287219266171843,0.3403267410571298,3017,542.873580206808
0.12836091235386,0.44748901544658,754,43.30983411145438
0.10891602432044373,0.602184204209956,1950,127.8956433906813
0.3720454318988032,0.07904018375931926,2924,85.98472092517875
0.6984462670801951,0.229886525779756,1659,266.3746570138404
0.3399606668680595,0.35882983478493097,7238,882.9493606017877
0.16999260531500202,0.2420630629734408,2764,113.73564452496304
0.04402039149872484,0.7284654442925067,4679,150.04305602485675
0.46387008767075005,0.4655665325903658,3092,667.7557045903922
0.7686132886077556,0.28478903477069006,448,98.06390118538879
0.471147853661068,0.43789500860084063,654,134.92889390399236
0.038090323601534394,0.03962182342160331,1238,1.868399597854915
0.19887322114733041,0.46176607599741826,1245,114.33196915296108
0.7692782825920639,0.4412246169516684,3114,1056.967941472277
0.07123296340178795,0.10284644000815171,2569,18.82063965486236
0.42043361616555586,0.28147759055240856,5152,609.7012877999427
0.08587865556539738,0.6093211651015297,1037,54.26380671771995
0.25413136875507625,0.30877845035263324,1478,115.97908896021497
0.11109654257047429,0.1650174548583944,3573,65.50333985990818
0.5746667546026734,0.42138235805915963,1201,290.8274730153674
0.4972084400989158,0.3039352467660884,3622,547.3536335069093
0.04288177070768501,0.1539991504242121,960,6.3396060073625815
