limit,rate,term,ecl,revenue,profit
20000.0,0.15,36.0,1170.3385837383018,9000.0,7829.661416261698
20000.0,0.15,36.0,290.4622573666505,9000.0,8709.537742633349
20000.0,0.15,36.0,4.519207618984455,9000.0,8995.480792381015
20000.0,0.15,36.0,374.1936611431475,9000.0,8625.806338856852
20000.0,0.15,36.0,113.57115854185514,9000.0,8886.428841458144
20000.0,0.15,36.0,288.48769205319815,9000.0,8711.512307946801
20000.0,0.15,36.0,323.2438329322837,9000.0,8676.756167067717
20000.0,0.15,36.0,28.468210144116817,9000.0,8971.531789855882
20000.0,0.15,36.0,23.138473244297668,9000.0,8976.861526755702
20000.0,0.15,36.0,207.80180684613464,9000.0,8792.198193153865
20000.0,0.15,36.0,100.25773123088806,9000.0,8899.742268769112
20000.0,0.15,36.0,403.7354569830832,9000.0,8596.264543016916
20000.0,0.15,36.0,59.57021497428336,9000.0,8940.429785025717
20000.0,0.15,36.0,683.9101469865379,9000.0,8316.089853013462
20000.0,0.15,36.0,47.80485866886162,9000.0,8952.195141331138
20000.0,0.15,36.0,119.65338225551079,9000.0,8880.34661774449
20000.0,0.15,36.0,107.64847235958719,9000.0,8892.351527640412
20000.0,0.15,36.0,53.37323332143661,9000.0,8946.626766678562
20000.0,0.15,36.0,72.19337666913734,9000.0,8927.806623330862
20000.0,0.15,36.0,524.8912431413715,9000.0,8475.108756858628
20000.0,0.15,36.0,166.12728816678145,9000.0,8833.872711833219
20000.0,0.15,36.0,37.05171352530931,9000.0,8962.948286474691
20000.0,0.15,36.0,13.033188432641632,9000.0,8986.966811567358
20000.0,0.15,36.0,606.812088150511,9000.0,8393.187911849489
20000.0,0.15,36.0,5.959855492112161,9000.0,8994.040144507888
20000.0,0.15,36.0,110.94355324580373,9000.0,8889.056446754197
20000.0,0.15,36.0,784.6856853302166,9000.0,8215.314314669784
20000.0,0.15,36.0,348.0092284814983,9000.0,8651.990771518502
20000.0,0.15,36.0,295.57118589805975,9000.0,8704.42881410194
20000.0,0.15,36.0,248.50276937271906,9000.0,8751.497230627281
20000.0,0.15,36.0,0.8167947674904086,9000.0,8999.18320523251
20000.0,0.15,36.0,41.370037846068506,9000.0,8958.629962153931
20000.0,0.15,36.0,1290.9500578570749,9000.0,7709.049942142925
20000.0,0.15,36.0,155.95928782308712,9000.0,8844.040712176913
20000.0,0.15,36.0,255.25511326060033,9000.0,8744.7448867394
20000.0,0.15,36.0,146.73099320052793,9000.0,8853.269006799472
20000.0,0.15,36.0,61.07544878300695,9000.0,8938.924551216993
20000.0,0.15,36.0,154.53148852465216,9000.0,8845.468511475348
20000.0,0.15,36.0,169.22544273757288,9000.0,8830.774557262426
20000.0,0.15,36.0,454.28278569783487,9000.0,8545.717214302165
20000.0,0.15,36.0,3.4503857860103886,9000.0,8996.54961421399
20000.0,0.15,36.0,35.25531296288109,9000.0,8964.744687037119
20000.0,0.15,36.0,645.8814022208207,9000.0,8354.11859777918
20000.0,0.15,36.0,597.4356324192064,9000.0,8402.564367580793
20000.0,0.15,36.0,100.70275564123035,9000.0,8899.29724435877
20000.0,0.15,36.0,1159.2843749194826,9000.0,7840.715625080517
20000.0,0.15,36.0,158.79609193984635,9000.0,8841.203908060153
20000.0,0.15,36.0,395.52778473293574,9000.0,8604.472215267064
20000.0,0.15,36.0,907.6034551565108,9000.0,8092.396544843489
20000.0,0.15,36.0,71.63148053503873,9000.0,8928.36851946496
20000.0,0.15,36.0,28.075992633916318,9000.0,8971.924007366084
20000.0,0.15,36.0,95.46770415614974,9000.0,8904.53229584385
20000.0,0.15,36.0,168.32262996616245,9000.0,8831.677370033838
20000.0,0.15,36.0,265.5806618540578,9000.0,8734.419338145943
20000.0,0.15,36.0,4.531860875028942,9000.0,8995.46813912497
20000.0,0.15,36.0,170.39721490127036,9000.0,8829.60278509873
,,,,,
20000.0,0.15,36.0,167.02295076702072,9000.0,8832.977049232979
20000.0,0.15,36.0,181.1419878569893,9000.0,8818.858012143011
20000.0,0.15,36.0,5.270323967834994,9000.0,8994.729676032164
20000.0,0.15,36.0,24.202649474250677,9000.0,8975.797350525749
20000.0,0.15,36.0,4.189702490498623,9000.0,8995.8102975095
20000.0,0.15,36.0,148.46420748909253,9000.0,8851.535792510907
20000.0,0.15,36.0,50.09224526675483,9000.0,8949.907754733245
,,,,,
20000.0,0.15,36.0,11.059557557771031,9000.0,8988.940442442228
20000.0,0.15,36.0,91.35867544753194,9000.0,8908.641324552467
20000.0,0.15,36.0,174.2667758977451,9000.0,8825.733224102254
20000.0,0.15,36.0,395.5792814451677,9000.0,8604.420718554833
20000.0,0.15,36.0,186.59507645828378,9000.0,8813.404923541717
20000.0,0.15,36.0,346.07271465866324,9000.0,8653.927285341337
20000.0,0.15,36.0,13.048474177642102,9000.0,8986.951525822358
20000.0,0.15,36.0,64.91569117179688,9000.0,8935.084308828204
20000.0,0.15,36.0,27.78126279285593,9000.0,8972.218737207144
,,,,,
20000.0,0.15,36.0,919.5762749587641,9000.0,8080.423725041236
20000.0,0.15,36.0,429.11376867487076,9000.0,8570.886231325128
20000.0,0.15,36.0,633.9404203910191,9000.0,8366.05957960898
20000.0,0.15,36.0,13.807329506804718,9000.0,8986.192670493196
20000.0,0.15,36.0,332.30705928239115,9000.0,8667.692940717609
20000.0,0.15,36.0,51.00132070561989,9000.0,8948.99867929438
20000.0,0.15,36.0,1099.2802335163901,9000.0,7900.719766483609
20000.0,0.15,36.0,1109.4226181232646,9000.0,7890.577381876736
20000.0,0.15,36.0,46.526018193624935,9000.0,8953.473981806375
20000.0,0.15,36.0,21.176456304534696,9000.0,8978.823543695466
20000.0,0.15,36.0,685.0108472352027,9000.0,8314.989152764798
20000.0,0.15,36.0,29.473178762592354,9000.0,8970.526821237409
20000.0,0.15,36.0,169.28261822198894,9000.0,8830.717381778011
20000.0,0.15,36.0,104.08820526299282,9000.0,8895.911794737007
20000.0,0.15,36.0,182.59281585732154,9000.0,8817.407184142678
20000.0,0.15,36.0,92.2384435008715,9000.0,8907.761556499128
20000.0,0.15,36.0,69.85187661659137,9000.0,8930.14812338341
20000.0,0.15,36.0,26.250488042025776,9000.0,8973.749511957974
20000.0,0.15,36.0,190.3954410499862,9000.0,8809.604558950014
20000.0,0.15,36.0,192.8428204671558,9000.0,8807.157179532844
20000.0,0.15,36.0,33.41274214041446,9000.0,8966.587257859586
20000.0,0.15,36.0,124.21981523753291,9000.0,8875.780184762467
20000.0,0.15,36.0,100.74356502711497,9000.0,8899.256434972885
20000.0,0.15,36.0,124.70575673990973,9000.0,8875.29424326009
20000.0,0.15,36.0,1067.4074400429834,9000.0,7932.592559957016
,,,,,
20000.0,0.15,36.0,250.2284250474007,9000.0,8749.7715749526
20000.0,0.15,36.0,300.1161305946908,9000.0,8699.883869405308
20000.0,0.15,36.0,607.908489379391,9000.0,8392.091510620608
20000.0,0.15,36.0,2.125387820561666,9000.0,8997.874612179437
20000.0,0.15,36.0,16.83233314467082,9000.0,8983.16766685533
20000.0,0.15,36.0,22.35054330852778,9000.0,8977.649456691472
20000.0,0.15,36.0,26.44071966742144,9000.0,8973.559280332578
20000.0,0.15,36.0,115.45190864594458,9000.0,8884.548091354056
20000.0,0.15,36.0,10.88473171303683,9000.0,8989.115268286963
20000.0,0.15,36.0,446.74296986702956,9000.0,8553.25703013297
20000.0,0.15,36.0,328.67476280366594,9000.0,8671.325237196334
20000.0,0.15,36.0,342.0954987047851,9000.0,8657.904501295216
20000.0,0.15,36.0,175.39219719011263,9000.0,8824.607802809887
20000.0,0.15,36.0,440.7230755454423,9000.0,8559.276924454558
20000.0,0.15,36.0,133.87314070850258,9000.0,8866.126859291497
20000.0,0.15,36.0,5.544995983803078,9000.0,8994.455004016198
20000.0,0.15,36.0,179.0283625378256,9000.0,8820.971637462175
20000.0,0.15,36.0,1.8132500508289056,9000.0,8998.186749949171
20000.0,0.15,36.0,38.8847377674911,9000.0,8961.115262232508
20000.0,0.15,36.0,3.5221226135562023,9000.0,8996.477877386444
20000.0,0.15,36.0,601.4053270880191,9000.0,8398.59467291198
20000.0,0.15,36.0,222.01487958730763,9000.0,8777.985120412692
20000.0,0.15,36.0,206.77397319218989,9000.0,8793.22602680781
20000.0,0.15,36.0,79.8684394268644,9000.0,8920.131560573136
20000.0,0.15,36.0,33.085889818436485,9000.0,8966.914110181564
20000.0,0.15,36.0,43.20534437738042,9000.0,8956.79465562262
20000.0,0.15,36.0,452.4171177487904,9000.0,8547.58288225121
20000.0,0.15,36.0,0.9580747359298357,9000.0,8999.04192526407
20000.0,0.15,36.0,22.13228646455367,9000.0,8977.867713535446
20000.0,0.15,36.0,51.22421390724826,9000.0,8948.775786092752
20000.0,0.15,36.0,1.7511051032936673,9000.0,8998.248894896706
20000.0,0.15,36.0,709.2012231494152,9000.0,8290.798776850585
20000.0,0.15,36.0,15.508902536310696,9000.0,8984.49109746369
20000.0,0.15,36.0,22.43628906803887,9000.0,8977.563710931961
20000.0,0.15,36.0,332.35196846226626,9000.0,8667.648031537734
20000.0,0.15,36.0,247.33560988309395,9000.0,8752.664390116906
20000.0,0.15,36.0,94.35367241059284,9000.0,8905.646327589408
20000.0,0.15,36.0,56.75881520667954,9000.0,8943.24118479332
20000.0,0.15,36.0,379.50223338003275,9000.0,8620.497766619967
20000.0,0.15,36.0,17.23948414400788,9000.0,8982.760515855993
20000.0,0.15,36.0,214.34459600207344,9000.0,8785.655403997927
20000.0,0.15,36.0,36.69769967982748,9000.0,8963.302300320172
20000.0,0.15,36.0,1086.9598695912157,9000.0,7913.0401304087845
20000.0,0.15,36.0,275.36831460319286,9000.0,8724.631685396807
20000.0,0.15,36.0,512.7987150859626,9000.0,8487.201284914037
20000.0,0.15,36.0,2.761620864769926,9000.0,8997.23837913523
20000.0,0.15,36.0,16.916113287024363,9000.0,8983.083886712975
20000.0,0.15,36.0,26.026898338689914,9000.0,8973.97310166131
20000.0,0.15,36.0,1993.5066841152075,9000.0,7006.4933158847925
20000.0,0.15,36.0,1103.5081666310216,9000.0,7896.491833368978
20000.0,0.15,36.0,164.78513898792477,9000.0,8835.214861012075
20000.0,0.15,36.0,2.539909043648139,9000.0,8997.460090956352
20000.0,0.15,36.0,160.72854587770294,9000.0,8839.271454122298
20000.0,0.15,36.0,21.69076344666559,9000.0,8978.309236553334
20000.0,0.15,36.0,431.14417783935033,9000.0,8568.855822160649
20000.0,0.15,36.0,6.072196711566428,9000.0,8993.927803288434
20000.0,0.15,36.0,20.71658756898555,9000.0,8979.283412431014
20000.0,0.15,36.0,1106.4437982312122,9000.0,7893.556201768788
20000.0,0.15,36.0,52.278657006421234,9000.0,8947.721342993578
20000.0,0.15,36.0,1655.469897620959,9000.0,7344.530102379041
20000.0,0.15,36.0,370.1689701184807,9000.0,8629.83102988152
20000.0,0.15,36.0,50.05284631212243,9000.0,8949.947153687877
20000.0,0.15,36.0,584.5795905128892,9000.0,8415.420409487111
20000.0,0.15,36.0,193.94193643862462,9000.0,8806.058063561375
20000.0,0.15,36.0,12.970641397611196,9000.0,8987.029358602389
20000.0,0.15,36.0,216.68875683588627,9000.0,8783.311243164113
20000.0,0.15,36.0,244.84413578440447,9000.0,8755.155864215596
20000.0,0.15,36.0,1184.1203280238187,9000.0,7815.879671976181
20000.0,0.15,36.0,6.745799970275279,9000.0,8993.254200029725
20000.0,0.15,36.0,23.249010526395114,9000.0,8976.750989473605
20000.0,0.15,36.0,370.23538488973196,9000.0,8629.764615110267
20000.0,0.15,36.0,96.12999445999772,9000.0,8903.870005540002
20000.0,0.15,36.0,49.916165783084075,9000.0,8950.083834216915
20000.0,0.15,36.0,939.8354074188727,9000.0,8060.164592581127
20000.0,0.15,36.0,20.336867958902847,9000.0,8979.663132041098
20000.0,0.15,36.0,57.94779044842396,9000.0,8942.052209551575
20000.0,0.15,36.0,1136.4702861522644,9000.0,7863.529713847735
20000.0,0.15,36.0,0.6658160159587292,9000.0,8999.334183984041
20000.0,0.15,36.0,12.583649577251608,9000.0,8987.416350422749
20000.0,0.15,36.0,34.82244579585143,9000.0,8965.177554204149
20000.0,0.15,36.0,1292.5541541720663,9000.0,7707.445845827933
20000.0,0.15,36.0,153.68248384736458,9000.0,8846.317516152636
20000.0,0.15,36.0,63.173826387995966,9000.0,8936.826173612004
20000.0,0.15,36.0,3.492695922472755,9000.0,8996.507304077528
20000.0,0.15,36.0,445.41153527800645,9000.0,8554.588464721994
20000.0,0.15,36.0,90.07707363875804,9000.0,8909.922926361241
20000.0,0.15,36.0,622.8329393481346,9000.0,8377.167060651866
20000.0,0.15,36.0,19.861326792273413,9000.0,8980.138673207726
20000.0,0.15,36.0,177.90291852142755,9000.0,8822.097081478572
20000.0,0.15,36.0,231.61095018240664,9000.0,8768.389049817593
20000.0,0.15,36.0,50.82493683991224,9000.0,8949.175063160088
20000.0,0.15,36.0,11.260550528602051,9000.0,8988.739449471397
20000.0,0.15,36.0,35.266989214891396,9000.0,8964.733010785108
20000.0,0.15,36.0,372.874346186049,9000.0,8627.125653813951
20000.0,0.15,36.0,1872.8472445440789,9000.0,7127.152755455922
20000.0,0.15,36.0,1195.0064028899044,9000.0,7804.993597110096
20000.0,0.15,36.0,20.59797833198344,9000.0,8979.402021668016
20000.0,0.15,36.0,334.4797170443171,9000.0,8665.520282955684
20000.0,0.15,36.0,460.6985367210057,9000.0,8539.301463278995
20000.0,0.15,36.0,105.6887120394916,9000.0,8894.311287960509
20000.0,0.15,36.0,43.655751041183635,9000.0,8956.344248958816
20000.0,0.15,36.0,53.508444869771544,9000.0,8946.49155513023
20000.0,0.15,36.0,5.455744364889257,9000.0,8994.54425563511
20000.0,0.15,36.0,541.6510022486741,9000.0,8458.348997751325
20000.0,0.15,36.0,1553.0960275332102,9000.0,7446.90397246679
20000.0,0.15,36.0,698.0271845350017,9000.0,8301.972815464998
20000.0,0.15,36.0,30.1685452946995,9000.0,8969.8314547053
20000.0,0.15,36.0,29.87423924481321,9000.0,8970.125760755187
20000.0,0.15,36.0,117.07180234094821,9000.0,8882.928197659052
20000.0,0.15,36.0,10.706838803599986,9000.0,8989.2931611964
20000.0,0.15,36.0,469.0752491529899,9000.0,8530.92475084701
20000.0,0.15,36.0,12.179223842481193,9000.0,8987.82077615752
20000.0,0.15,36.0,122.30468028216177,9000.0,8877.695319717839
20000.0,0.15,36.0,6.1633242372783075,9000.0,8993.836675762721
20000.0,0.15,36.0,2.280842566216831,9000.0,8997.719157433783
20000.0,0.15,36.0,123.56719466309929,9000.0,8876.4328053369
20000.0,0.15,36.0,32.04760030032075,9000.0,8967.95239969968
20000.0,0.15,36.0,34.455254392624354,9000.0,8965.544745607376
20000.0,0.15,36.0,7.912292983148557,9000.0,8992.087707016852
20000.0,0.15,36.0,114.37394099418485,9000.0,8885.626059005815
20000.0,0.15,36.0,371.5545763754424,9000.0,8628.445423624558
20000.0,0.15,36.0,125.99958199257077,9000.0,8874.000418007428
20000.0,0.15,36.0,8.650284017874728,9000.0,8991.349715982125
20000.0,0.15,36.0,205.07851545535448,9000.0,8794.921484544646
20000.0,0.15,36.0,36.294085019857754,9000.0,8963.705914980143
20000.0,0.15,36.0,977.4447128286331,9000.0,8022.555287171367
20000.0,0.15,36.0,30.034090503335698,9000.0,8969.965909496665
20000.0,0.15,36.0,20.68228020391322,9000.0,8979.317719796087
20000.0,0.15,36.0,126.87867554052143,9000.0,8873.121324459478
20000.0,0.15,36.0,84.43969470789192,9000.0,8915.560305292109
20000.0,0.15,36.0,394.6363510794802,9000.0,8605.36364892052
20000.0,0.15,36.0,257.3606796855253,9000.0,8742.639320314474
20000.0,0.15,36.0,20.183393586015278,9000.0,8979.816606413984
20000.0,0.15,36.0,67.1800360606388,9000.0,8932.81996393936
20000.0,0.15,36.0,108.00098130510457,9000.0,8891.999018694896
20000.0,0.15,36.0,115.23311391285559,9000.0,8884.766886087144
20000.0,0.15,36.0,1872.2425209391433,9000.0,7127.757479060857
20000.0,0.15,36.0,19.535863325817203,9000.0,8980.464136674183
20000.0,0.15,36.0,31.37345133588387,9000.0,8968.626548664117
20000.0,0.15,36.0,11.084404236618607,9000.0,8988.915595763381
,,,,,
20000.0,0.15,36.0,537.9041681427476,9000.0,8462.095831857252
,,,,,
20000.0,0.15,36.0,26.418269391826605,9000.0,8973.581730608174
20000.0,0.15,36.0,65.32880062517931,9000.0,8934.671199374821
20000.0,0.15,36.0,65.52175927531425,9000.0,8934.478240724686
20000.0,0.15,36.0,74.64650745482167,9000.0,8925.353492545179
20000.0,0.15,36.0,49.658458259564235,9000.0,8950.341541740436
20000.0,0.15,36.0,30.551963555941263,9000.0,8969.448036444059
20000.0,0.15,36.0,16.932885221102318,9000.0,8983.067114778898
20000.0,0.15,36.0,46.912421156157635,9000.0,8953.087578843842
20000.0,0.15,36.0,14.265271700732734,9000.0,8985.734728299267
20000.0,0.15,36.0,285.78748737003286,9000.0,8714.212512629967
,,,,,
20000.0,0.15,36.0,1305.1696360632889,9000.0,7694.830363936711
20000.0,0.15,36.0,539.5076254920226,9000.0,8460.492374507978
20000.0,0.15,36.0,25.731795267755462,9000.0,8974.268204732245
20000.0,0.15,36.0,303.8229925861541,9000.0,8696.177007413846
20000.0,0.15,36.0,3.9546323671301433,9000.0,8996.04536763287
20000.0,0.15,36.0,427.82716742357076,9000.0,8572.172832576429
20000.0,0.15,36.0,195.15869396207492,9000.0,8804.841306037924
20000.0,0.15,36.0,524.2386453164861,9000.0,8475.761354683515
20000.0,0.15,36.0,247.0976451577731,9000.0,8752.902354842226
20000.0,0.15,36.0,443.19732386345123,9000.0,8556.802676136549
20000.0,0.15,36.0,59.78431409495363,9000.0,8940.215685905046
20000.0,0.15,36.0,25.622307002350603,9000.0,8974.37769299765
20000.0,0.15,36.0,53.869349804003974,9000.0,8946.130650195995
20000.0,0.15,36.0,33.448286361702934,9000.0,8966.551713638297
20000.0,0.15,36.0,34.420323478189005,9000.0,8965.579676521811
20000.0,0.15,36.0,355.1286621561498,9000.0,8644.87133784385
20000.0,0.15,36.0,62.63997693869228,9000.0,8937.360023061308
20000.0,0.15,36.0,28.78874039030496,9000.0,8971.211259609696
20000.0,0.15,36.0,936.4011301911592,9000.0,8063.59886980884
20000.0,0.15,36.0,31.171432438027903,9000.0,8968.828567561972
20000.0,0.15,36.0,127.09993343486511,9000.0,8872.900066565135
20000.0,0.15,36.0,123.25254793467687,9000.0,8876.747452065323
20000.0,0.15,36.0,51.02553885443343,9000.0,8948.974461145566
20000.0,0.15,36.0,16.896957604290233,9000.0,8983.103042395709
20000.0,0.15,36.0,337.6159083798042,9000.0,8662.384091620195
20000.0,0.15,36.0,899.2559952523565,9000.0,8100.744004747644
20000.0,0.15,36.0,305.5106440953121,9000.0,8694.489355904689
20000.0,0.15,36.0,33.25536660811645,9000.0,8966.744633391883
20000.0,0.15,36.0,21.965253702808152,9000.0,8978.034746297191
20000.0,0.15,36.0,397.7953312329977,9000.0,8602.204668767003
20000.0,0.15,36.0,27.22156848220885,9000.0,8972.77843151779
20000.0,0.15,36.0,96.23425533195272,9000.0,8903.765744668048
20000.0,0.15,36.0,31.171964061162736,9000.0,8968.828035938837
20000.0,0.15,36.0,772.0463120613242,9000.0,8227.953687938676
20000.0,0.15,36.0,420.94396899680044,9000.0,8579.0560310032
20000.0,0.15,36.0,735.0517521981304,9000.0,8264.948247801869
20000.0,0.15,36.0,117.54712766571329,9000.0,8882.452872334286
20000.0,0.15,36.0,116.02867056040797,9000.0,8883.971329439591
20000.0,0.15,36.0,69.54648650708307,9000.0,8930.453513492917
20000.0,0.15,36.0,76.82201290279762,9000.0,8923.177987097202
20000.0,0.15,36.0,40.085752827178936,9000.0,8959.914247172821
20000.0,0.15,36.0,98.27101782904943,9000.0,8901.728982170951
20000.0,0.15,36.0,926.70999326293,9000.0,8073.29000673707
20000.0,0.15,36.0,101.29531442346315,9000.0,8898.704685576537
20000.0,0.15,36.0,480.9815678101172,9000.0,8519.018432189883
20000.0,0.15,36.0,185.32916630638007,9000.0,8814.67083369362
20000.0,0.15,36.0,315.8643791141924,9000.0,8684.135620885807
20000.0,0.15,36.0,257.5317656216009,9000.0,8742.468234378399
20000.0,0.15,36.0,419.92335601709556,9000.0,8580.076643982904
20000.0,0.15,36.0,345.0523379767583,9000.0,8654.947662023242
20000.0,0.15,36.0,112.94696352478074,9000.0,8887.05303647522
20000.0,0.15,36.0,44.74876957563571,9000.0,8955.251230424365
20000.0,0.15,36.0,380.1671522913865,9000.0,8619.832847708614
20000.0,0.15,36.0,254.80767151826745,9000.0,8745.192328481733
20000.0,0.15,36.0,1486.4992650393128,9000.0,7513.500734960688
20000.0,0.15,36.0,281.4786156231149,9000.0,8718.521384376885
20000.0,0.15,36.0,298.07601288504964,9000.0,8701.923987114951
20000.0,0.15,36.0,512.3036808636393,9000.0,8487.696319136361
20000.0,0.15,36.0,555.253796801328,9000.0,8444.746203198672
20000.0,0.15,36.0,34.14982840124629,9000.0,8965.850171598753
20000.0,0.15,36.0,92.35211660047887,9000.0,8907.64788339952
20000.0,0.15,36.0,481.09593216091355,9000.0,8518.904067839087
20000.0,0.15,36.0,8.920831896787737,9000.0,8991.079168103211
20000.0,0.15,36.0,123.308413279056,9000.0,8876.691586720945
20000.0,0.15,36.0,87.52947262168904,9000.0,8912.470527378311
20000.0,0.15,36.0,8.142196669733446,9000.0,8991.857803330267
20000.0,0.15,36.0,5.665238088112239,9000.0,8994.334761911889
20000.0,0.15,36.0,1360.614594656978,9000.0,7639.385405343022
20000.0,0.15,36.0,43.657581829731285,9000.0,8956.342418170269
20000.0,0.15,36.0,82.17670777517586,9000.0,8917.823292224824
20000.0,0.15,36.0,4.12675890632904,9000.0,8995.873241093672
20000.0,0.15,36.0,476.76603387590967,9000.0,8523.233966124091
20000.0,0.15,36.0,27.828935772041717,9000.0,8972.171064227958
20000.0,0.15,36.0,433.3924014577673,9000.0,8566.607598542232
20000.0,0.15,36.0,240.95619590417746,9000.0,8759.043804095823
20000.0,0.15,36.0,64.50250177088938,9000.0,8935.497498229111
20000.0,0.15,36.0,388.13472449221473,9000.0,8611.865275507786
20000.0,0.15,36.0,120.66847840034423,9000.0,8879.331521599655
20000.0,0.15,36.0,538.4043182667119,9000.0,8461.595681733288
20000.0,0.15,36.0,10.151620711732368,9000.0,8989.848379288267
20000.0,0.15,36.0,35.237480008270076,9000.0,8964.76251999173
20000.0,0.15,36.0,788.1023616666074,9000.0,8211.897638333392
20000.0,0.15,36.0,466.80459090567666,9000.0,8533.195409094324
20000.0,0.15,36.0,696.7320442641941,9000.0,8303.267955735806
20000.0,0.15,36.0,141.76303928606296,9000.0,8858.236960713937
20000.0,0.15,36.0,175.9265552016028,9000.0,8824.073444798398
20000.0,0.15,36.0,95.02980822809624,9000.0,8904.970191771903
20000.0,0.15,36.0,350.07097038670213,9000.0,8649.929029613299
,,,,,
20000.0,0.15,36.0,1061.0390108057159,9000.0,7938.960989194284
20000.0,0.15,36.0,46.54528319382716,9000.0,8953.454716806173
20000.0,0.15,36.0,6.611663072547059,9000.0,8993.388336927454
,,,,,
20000.0,0.15,36.0,19.02139853420988,9000.0,8980.97860146579
20000.0,0.15,36.0,45.05088052614884,9000.0,8954.949119473851
20000.0,0.15,36.0,1131.9385053896297,9000.0,7868.061494610371
20000.0,0.15,36.0,37.80314619673023,9000.0,8962.19685380327
20000.0,0.15,36.0,221.17432662170967,9000.0,8778.825673378291
20000.0,0.15,36.0,39.22246407166203,9000.0,8960.777535928339
20000.0,0.15,36.0,62.992297847055816,9000.0,8937.007702152945
20000.0,0.15,36.0,33.873267853419605,9000.0,8966.12673214658
20000.0,0.15,36.0,1254.9129528403873,9000.0,7745.087047159613
20000.0,0.15,36.0,71.39790215027338,9000.0,8928.602097849727
20000.0,0.15,36.0,56.496452319866144,9000.0,8943.503547680133
20000.0,0.15,36.0,93.22600423815001,9000.0,8906.77399576185
20000.0,0.15,36.0,29.90826067370385,9000.0,8970.091739326295
20000.0,0.15,36.0,160.8375158211014,9000.0,8839.162484178898
20000.0,0.15,36.0,67.25159280955012,9000.0,8932.74840719045
20000.0,0.15,36.0,41.32598500713148,9000.0,8958.674014992868
,,,,,
20000.0,0.15,36.0,65.65990373267329,9000.0,8934.340096267326
20000.0,0.15,36.0,272.10627140104583,9000.0,8727.893728598954
20000.0,0.15,36.0,91.91622742137211,9000.0,8908.083772578628
20000.0,0.15,36.0,22.304965490661445,9000.0,8977.69503450934
20000.0,0.15,36.0,93.09891082334494,9000.0,8906.901089176656
20000.0,0.15,36.0,151.48648088105588,9000.0,8848.513519118944
20000.0,0.15,36.0,723.8351601851795,9000.0,8276.16483981482
20000.0,0.15,36.0,38.902509568206696,9000.0,8961.097490431794
20000.0,0.15,36.0,60.830981378611206,9000.0,8939.16901862139
20000.0,0.15,36.0,96.27772979351114,9000.0,8903.722270206488
20000.0,0.15,36.0,4.943212412225541,9000.0,8995.056787587775
20000.0,0.15,36.0,150.0179291891507,9000.0,8849.98207081085
20000.0,0.15,36.0,78.65200988770682,9000.0,8921.347990112294
20000.0,0.15,36.0,34.48754741024894,9000.0,8965.512452589752
20000.0,0.15,36.0,322.46304292590906,9000.0,8677.536957074091
20000.0,0.15,36.0,17.62854857270448,9000.0,8982.371451427296
20000.0,0.15,36.0,56.8544124016473,9000.0,8943.145587598352
20000.0,0.15,36.0,68.2181364063378,9000.0,8931.781863593662
20000.0,0.15,36.0,149.85219037197152,9000.0,8850.147809628028
20000.0,0.15,36.0,187.63659477513477,9000.0,8812.363405224865
20000.0,0.15,36.0,699.4231200963899,9000.0,8300.57687990361
20000.0,0.15,36.0,1628.1382186152227,9000.0,7371.861781384778
20000.0,0.15,36.0,113.86388789761413,9000.0,8886.136112102386
