duration,event,age,credit_amount,rate
51,0,44,16488,0.08473926071257842
35,0,35,13637,0.22206828442327226
7,0,24,6983,0.09119933198058049
46,1,30,19053,0.10364532099506214
35,0,63,19688,0.18417092824971593
39,0,63,19897,0.116709621496254
35,0,28,11293,0.111809925292079
34,1,46,13940,0.0625098484779324
8,0,32,10839,0.2140210525309873
34,0,45,8542,0.14187246497898034
48,0,49,10742,0.12861016404825976
20,0,22,1834,0.09910729678448285
37,0,62,3677,0.16104483179552193
4,0,61,12063,0.16191618410016395
22,0,62,8669,0.050470538640407986
27,0,41,9893,0.06712055632414914
59,0,52,18349,0.172584803551099
15,2,64,13579,0.10679427876669251
18,0,29,1905,0.2467618730323149
26,0,28,19307,0.09971619635325274
59,0,56,17332,0.08040977050571052
51,2,35,3752,0.058927713537793386
4,0,28,17097,0.18730396623340284
16,0,30,7727,0.108123676343023
49,2,51,7759,0.10479346829068144
6,0,37,11734,0.07208700671212749
51,0,34,18159,0.06049446402413781
19,0,63,7338,0.0960721005264771
55,0,64,11724,0.12932361477824678
19,0,39,3932,0.18241247235292496
27,0,31,2166,0.07023938852381034
40,0,57,12171,0.12323314497795274
10,0,54,5087,0.24848262200935212
34,0,54,1267,0.1862245336291961
31,0,30,664,0.24983882104394212
47,0,34,7852,0.06588163280965711
59,1,24,5355,0.13097497262496155
40,0,46,19467,0.09604582886415886
26,0,22,9829,0.23831246635319997
26,0,58,9825,0.23105733612025509
26,2,34,3541,0.16380313929574553
49,0,47,2480,0.11142578742634829
21,2,28,6338,0.15897128366139962
12,0,32,16768,0.22422445215549974
22,0,32,12604,0.1647734013352692
4,2,58,3991,0.20305277048869524
9,0,64,1218,0.18755290780275924
8,0,45,5391,0.06950691531724917
46,0,25,5826,0.2015740422621206
44,0,64,19267,0.0917180191052902
42,0,33,3825,0.22410947758947108
29,0,49,15614,0.11193003906974569
43,0,31,8027,0.16285150261566575
12,1,40,6777,0.10714864566773262
54,0,22,4579,0.05170574341985164
31,0,40,13121,0.2060269833199369
56,2,50,13968,0.1929734759667131
11,0,59,10011,0.2347295527303066
31,0,62,18984,0.16450097776532419
42,0,64,17903,0.08762958411725347
31,0,63,15879,0.08416737130357546
28,0,39,11425,0.1278595959099479
12,2,32,10654,0.11613149286168006
24,0,28,13385,0.13160330357445085
16,1,28,11861,0.09499209305554515
20,0,22,3408,0.24772935740124186
41,0,52,13261,0.06714138875952194
38,1,35,5372,0.19783215872348398
37,0,43,14922,0.16352681771600486
23,0,36,1017,0.16112346147988071
57,0,44,1461,0.1726670668733139
7,0,39,11970,0.23080917452198058
22,0,46,15809,0.18503023124465068
9,0,27,11469,0.10417392932278731
22,0,60,3810,0.10384913118853159
57,0,42,6502,0.21562178964370743
23,0,51,9151,0.1456146965927067
54,0,62,5026,0.19097439710191733
31,0,24,19269,0.12518300619347647
42,2,31,9334,0.19763700304486143
29,0,44,17889,0.13482036830993643
18,0,51,2523,0.14863082614516682
46,1,41,9582,0.2356869366570144
58,0,22,17132,0.14897416286118575
18,0,51,5965,0.09496546139740128
47,0,49,16721,0.15628540059496804
17,0,21,15258,0.0517085190935932
43,0,62,12124,0.1057883518427386
47,2,60,1361,0.17083025686674375
28,0,33,18080,0.06418953628824374
45,0,47,9806,0.14107905024801537
18,2,56,12462,0.16977000593156255
7,2,40,13928,0.09530071233575499
8,0,24,10072,0.09356420510643329
28,0,38,3607,0.18375893401358828
54,0,36,12199,0.2448393012541651
10,0,56,12194,0.1114690561634776
28,0,21,2166,0.09154352066034965
43,0,62,4382,0.2468034643693941
14,2,36,4741,0.216931013923017
44,0,37,7561,0.23719860039924084
20,0,34,11387,0.05921956327556217
49,0,21,12452,0.2367209672715977
36,0,51,2688,0.217665952293436
34,0,53,17249,0.10993676892420974
13,0,33,16287,0.17484391707813957
29,0,26,2301,0.08443274645042989
51,0,57,3819,0.13354197992516403
4,0,51,16881,0.17048896165784383
46,0,33,8659,0.07206371218502694
31,0,50,9147,0.2432978564423562
44,2,30,9949,0.23583167666140487
40,0,48,19826,0.22347419152782977
27,0,42,3579,0.07571108825090107
20,0,29,18854,0.1838318416635346
38,1,49,5222,0.2280859370544111
10,0,28,18023,0.07752492288911915
36,0,60,9945,0.1794595305265076
8,0,25,15292,0.09083613864697343
40,0,56,2582,0.18796997028666584
38,0,33,7620,0.17950427675423014
7,0,44,4149,0.22432200312839573
46,0,58,11688,0.14714385332786906
26,2,64,952,0.20177298458400406
47,0,42,7929,0.08836505626406971
5,2,34,10375,0.17852533618352395
13,1,53,9811,0.22536748356904485
31,0,64,16534,0.19459840414549467
13,0,34,12335,0.2257178077869022
21,1,37,16310,0.17595724151863568
40,2,57,10256,0.16028198946010913
11,0,32,7420,0.2330087153087667
41,0,45,6203,0.11468072335559326
8,0,37,13905,0.19967105575798522
12,0,43,18474,0.18860992911924834
36,0,46,19803,0.21285152548306618
48,0,43,5026,0.14952610133531513
12,1,41,8756,0.14872083896719626
20,0,37,12612,0.05683735052777988
55,2,23,18319,0.23628001909926893
59,0,55,6539,0.1274625689527945
36,0,36,15681,0.16040417005526353
28,0,24,16894,0.08964440278765362
22,2,42,3948,0.17324198549134756
37,0,57,6616,0.11922278981128649
36,0,50,9162,0.16701099993454194
19,1,47,17060,0.19706755601179016
4,2,62,18650,0.1719980141114354
11,0,50,3743,0.05612569077733725
57,0,63,3767,0.21121586135291315
26,1,60,7990,0.16217350875112213
30,0,43,1623,0.09767939257180012
29,0,24,10546,0.11473272828358827
47,0,46,5711,0.21220784682122523
6,0,62,8040,0.23725675008291108
7,0,51,594,0.21269283753019358
18,0,30,5012,0.22725100739712695
30,0,57,2978,0.14797537877748979
41,0,57,4861,0.13335238894017615
30,0,53,8812,0.2137657683342229
28,2,27,5077,0.1289144879216966
56,1,52,15406,0.19117143170614215
12,0,59,9307,0.17260937511639318
35,0,40,4667,0.08057620844730605
33,1,51,12677,0.11173388144724966
29,0,59,17068,0.09249389266458319
49,0,53,10220,0.07509535075891074
18,2,50,19764,0.1340357588293275
57,0,39,7447,0.0896826127368201
21,0,28,9551,0.06429130652491988
34,0,32,8769,0.09139117352005557
32,0,47,19846,0.1737780507756671
51,0,53,14561,0.21168587751716456
28,0,34,11767,0.14258416370397933
19,2,37,7623,0.17186740241820536
4,0,29,1674,0.1800912812003701
23,0,36,18091,0.18028903239285282
50,0,49,2656,0.2473718360535898
3,2,21,14666,0.17179384955454108
54,0,49,10502,0.1592474769654793
33,1,23,14146,0.22334716785498632
10,0,63,18475,0.17418947870176452
20,0,53,4308,0.1416280236257983
34,0,63,2420,0.1984835260550365
20,0,37,7723,0.09484687862597506
9,2,38,11648,0.1845099654782662
40,1,42,1804,0.2034449754298397
41,2,28,16314,0.17771281037193426
9,0,52,12308,0.08754727788172197
19,0,27,19670,0.1530007216334175
16,0,58,6080,0.2119884799025415
40,0,63,18206,0.13054827917155643
44,0,32,7981,0.23555418726034538
44,1,38,2567,0.05963072528157307
56,2,22,16865,0.18301269068893017
46,0,36,1997,0.09657229790396511
21,0,30,14392,0.17974367310364836
9,0,48,4502,0.23986892332862086
38,0,55,13569,0.16499620195993597
55,0,23,5957,0.13738213993326023
58,0,28,2071,0.22173088526133955
16,1,49,17383,0.14272079764502849
16,0,41,7369,0.1628488174470793
5,0,59,13081,0.11141566122501119
11,1,55,1272,0.15986766587960838
34,0,52,18873,0.19316119868168957
34,0,63,12606,0.15185878587243928
24,0,39,8667,0.09216856958130099
20,1,49,18054,0.053928967700707965
50,0,26,8497,0.09359805406584559
29,0,25,6919,0.2200516817999461
49,0,31,5952,0.24184853951060775
57,0,34,13228,0.1624847881729959
21,1,32,9031,0.21581460740565028
14,0,50,11596,0.05939613173626923
57,0,37,15922,0.2207180695303939
39,1,51,13281,0.10744001690224325
19,0,26,14085,0.08509108700192344
38,0,36,12392,0.10541663288792454
32,0,46,15899,0.14960368213166178
54,2,64,14585,0.16751090626472437
17,0,37,16698,0.051392119334043376
59,0,46,12829,0.11860109876394015
56,0,42,583,0.19089333789662732
13,0,21,18225,0.20006225220728086
12,0,33,5127,0.09687647760687984
33,0,33,14531,0.09929486770910008
5,0,40,13257,0.1859332612510876
20,0,29,13384,0.171914994076925
27,0,52,9201,0.14943344664619468
58,0,41,9312,0.1593070573284444
59,0,24,2790,0.14989103097892476
11,0,36,5283,0.13144286686770612
53,2,43,1763,0.20757487858190143
8,0,30,18198,0.22771701382348114
45,0,48,18895,0.1779686787472372
51,1,54,2595,0.10394876433913619
53,2,50,17044,0.24488530775062883
15,0,50,13763,0.06764463319808223
53,0,61,6721,0.24041196225375044
9,0,44,3577,0.16119927275965035
32,0,55,12966,0.19203183810940622
29,0,36,1040,0.13470940831402056
21,0,53,3361,0.12141753356020163
4,1,46,2551,0.09466063878601405
47,2,59,3131,0.07244810170425559
22,0,24,631,0.11255484800951361
40,0,61,7005,0.1009030053404225
26,0,31,16128,0.15674036536911085
24,1,57,5984,0.22144710672084328
53,0,37,5331,0.0667192093385972
8,1,48,19597,0.19939670805227966
44,0,35,9893,0.10351020068618169
45,0,58,974,0.17821719138846642
24,0,52,11972,0.1754522728471894
17,0,35,11172,0.19750082041224215
3,2,26,8779,0.05304745595067206
56,0,62,17155,0.05027563756449922
57,0,63,13797,0.08374700062098339
16,0,28,1005,0.24607612076004326
4,0,34,7779,0.11833489818594245
9,0,31,11297,0.1750506181002926
6,0,31,13409,0.11160151574646478
50,0,27,7909,0.14756529779417443
53,0,53,9175,0.13757939777744727
11,0,55,4709,0.08761131535417072
45,0,47,12205,0.12164545636482677
13,0,40,5089,0.08812846119671669
23,1,64,10030,0.10593535126530361
37,0,53,16381,0.13345716308306527
44,0,23,18364,0.20910873929076834
52,0,43,9556,0.0892845234918893
5,0,28,4545,0.08914850527677219
14,0,38,1394,0.09947198864541631
18,0,38,16972,0.20786803607235405
20,1,60,8472,0.09946245664462566
59,0,57,4175,0.2138906178131395
47,0,40,16426,0.11453264437625216
21,2,54,9892,0.11058386307339917
58,0,48,13938,0.12565546316326426
31,0,45,1743,0.13962523010741817
31,0,58,19121,0.1339558041538529
27,0,48,6637,0.12887407478786583
11,0,30,15575,0.24955395962218413
56,1,38,6290,0.18862365663714908
3,0,38,3833,0.22632424554830188
12,0,58,8504,0.22872558361411177
16,2,27,1803,0.13538741651315983
18,1,41,10401,0.20504118509130004
10,1,44,9519,0.1441517594067664
4,2,62,2006,0.16893656577604216
41,0,55,9173,0.19690150183641308
58,0,32,11616,0.166361502017834
9,0,23,11180,0.15144887632320642
19,0,26,1902,0.05236814913220336
31,0,23,13597,0.24395291838826444
55,0,38,6962,0.0575967828533224
42,0,53,5459,0.07405909671846381
46,0,49,17140,0.05849465106727474
36,0,52,19772,0.17524057435041324
26,0,44,2711,0.11052662040367273
14,0,38,10147,0.22875495128766482
52,0,57,5661,0.1685393650772834
48,0,36,14441,0.20630540896097754
4,0,46,12347,0.0790436628107638
43,0,33,8463,0.13212515895302082
7,2,37,15066,0.1748891233669258
45,0,23,13846,0.0875560305677287
50,0,47,18590,0.12640214499353347
10,0,43,19676,0.20089178289787796
27,0,34,8566,0.18643803760620709
10,0,48,3494,0.23038052663231356
35,0,26,18490,0.1616389904052743
55,0,59,9000,0.09137149403105448
7,0,22,17827,0.22574730675547933
25,0,44,14091,0.24240494807711677
58,0,32,10708,0.14712174595244654
20,0,27,17208,0.0668943856191555
10,0,28,15206,0.1005804669186228
30,0,34,12925,0.2004312734664187
31,1,48,10601,0.05004589547607048
40,0,55,5010,0.10895281651446372
20,0,62,4624,0.12379813503914688
57,0,48,13080,0.20767961526995232
32,0,42,8003,0.13740935662332482
19,0,54,12643,0.15510992540933755
57,0,56,14472,0.18431965262557837
55,0,39,1351,0.20698540104364288
31,0,39,2182,0.1176187848042864
4,0,23,12334,0.08436688116536889
37,1,21,19541,0.08639566541851303
34,2,60,10885,0.08202970603048612
11,0,59,13653,0.07288869097308465
39,0,36,6144,0.1381790707688499
50,2,62,4715,0.08662331483044619
9,2,24,5158,0.20650306184018008
44,0,63,18843,0.050011466613394645
10,1,46,15473,0.24070456595310175
45,0,43,7442,0.052644128897491
26,0,53,1765,0.11506671316479122
3,0,31,17253,0.20081161915571272
58,0,42,6047,0.2244126384559733
12,0,31,5149,0.06744463941851211
36,0,48,14170,0.2102163574247568
13,2,39,2897,0.20030221961048533
56,0,39,4579,0.14197435170575134
45,0,53,10258,0.1753816410732803
48,0,56,2793,0.12343118306522588
27,0,58,18317,0.11236569843425392
29,0,55,19666,0.05660811717435983
39,0,28,16704,0.05136711789319326
47,0,52,11529,0.15523176273406447
51,0,52,11132,0.052317574940202644
4,0,21,5740,0.07456834980216916
40,0,29,3415,0.06930442835082373
9,0,43,3502,0.17661725914051102
19,0,34,3417,0.1837898778857947
50,0,55,638,0.20086271564477814
17,0,54,14987,0.2446382948907005
48,1,31,15120,0.24597722495286595
29,0,21,14712,0.09151566912933656
16,0,32,7471,0.12034407655458168
22,2,60,2494,0.16230060074527677
33,0,60,4293,0.05883880115446989
46,2,43,16493,0.08848545967823607
37,0,58,18118,0.22071562814289802
56,0,45,1618,0.1316304038363414
52,0,64,14078,0.14692411695770302
45,0,27,17983,0.19730627784370042
37,2,42,16303,0.21174729871130304
19,0,28,5337,0.22298129551832563
26,0,26,13286,0.2289747923557977
9,0,27,16468,0.10890657980112753
24,1,21,18375,0.17980986924381925
55,2,62,13771,0.07224567876261093
27,0,52,7216,0.2437784912095768
9,0,42,13541,0.10352772328519096
40,0,56,3549,0.12807538462784257
57,2,45,2225,0.23613632873780926
52,0,39,630,0.17603002907031795
18,0,42,11213,0.10765895431635122
28,0,39,1159,0.06725371294547369
33,0,38,3143,0.14774088556954929
17,0,57,17150,0.168143823572875
18,2,63,8478,0.18367899896162537
16,0,29,12489,0.08293442391762282
59,0,53,9092,0.19118409455412672
45,0,23,1388,0.12251747855500078
50,0,56,12075,0.23880220596418555
49,0,63,2581,0.18069011360545428
57,0,52,13601,0.23361426218794318
9,0,44,14081,0.056026030249150344
53,0,62,14430,0.23067411488952544
6,0,54,8005,0.22557395913045342
30,0,55,9831,0.152157885480381
36,1,63,15600,0.2452818172457359
23,1,44,9071,0.19984407022965706
11,0,56,18762,0.24901231999725132
13,2,60,13180,0.20126752114643093
50,0,41,15241,0.2330375610358098
21,0,53,13483,0.08942939922597273
20,0,49,4040,0.08939776657988406
55,0,64,9553,0.15154753687027067
11,0,48,13168,0.19585438916198888
55,0,52,10582,0.1029996856547947
55,1,61,12109,0.1333890831716048
37,0,21,18183,0.08448304986054403
12,0,27,17034,0.23510549193944064
11,0,35,4683,0.19888290904938738
19,0,51,4405,0.05767569076497323
35,0,40,3337,0.054499841103570736
11,0,58,14518,0.24875919687128062
28,0,24,10155,0.12921696718749065
9,0,36,12195,0.1704568627074551
33,0,27,17410,0.239569727119259
4,0,52,9812,0.24116176818703433
43,0,32,12783,0.06918689179509663
6,0,31,6176,0.17708855641853477
14,0,47,16678,0.2485655653283358
12,0,24,1007,0.0859308880972871
50,0,61,11761,0.18256494625497438
6,0,22,16209,0.20480062456398834
27,0,36,14459,0.06511283764070011
36,2,44,2594,0.1274046088327232
32,0,21,17138,0.09105816465602153
41,0,23,7858,0.06135556453310023
48,0,64,10637,0.06985982766893678
25,0,47,10175,0.11835530729344385
50,0,22,7220,0.16583376397179994
21,0,37,6929,0.24072402467165704
59,0,35,18323,0.23713446964679347
31,0,21,13417,0.22447864867166323
44,2,46,19857,0.20428732406727618
52,0,30,6905,0.05813875530006825
48,0,49,6299,0.13112634421001104
51,0,53,10568,0.20587067828189326
33,0,39,12400,0.2434981915675674
5,0,37,2356,0.14244905413828157
31,1,49,7552,0.1902551301170406
13,0,52,8972,0.24906680429529754
53,0,38,2165,0.17460209887031142
16,0,56,11868,0.20575710906042294
15,2,33,2852,0.24326287281178827
17,1,56,17305,0.1920170127525554
39,0,37,10610,0.07638027909607292
35,0,50,4041,0.2458221298427109
57,2,64,10691,0.21079380503614703
26,0,53,7103,0.1029177338741033
19,0,35,9078,0.24746428167946316
5,1,46,5556,0.06592879581206319
3,0,29,8775,0.23797022715489374
24,0,41,3476,0.21822315384260382
55,0,48,6177,0.10499135896476447
32,0,23,8019,0.22208273800170208
53,0,38,15701,0.06208186935732301
8,0,63,18212,0.2404438178386144
8,0,64,17571,0.17096599219950548
50,1,57,7772,0.1542183493553218
9,2,52,7709,0.2482082515839431
5,0,50,5807,0.05527224236403521
26,0,44,10477,0.15248647492928513
55,0,49,19181,0.19704377051774685
42,0,31,5306,0.0724531464544806
8,0,46,14451,0.05299309081289641
50,1,45,5439,0.17304273009619675
51,0,25,7708,0.11760512506567111
48,0,33,10707,0.14636108564320793
54,0,35,15111,0.17446026857047328
16,1,51,16894,0.12723549210677015
58,0,35,12951,0.09291036235116075
21,0,30,12313,0.09771630908518443
48,2,55,17169,0.0874746110387776
36,0,43,12682,0.19319857430221204
47,0,47,2664,0.07685842002962912
38,0,35,1515,0.244436229783981
39,0,38,11027,0.050955954843124096
38,0,46,686,0.11072209216712192
47,0,35,14191,0.2105383560594657
45,1,62,15669,0.06801927490856506
10,0,58,19954,0.16759571820617725
50,0,63,940,0.10812756354761566
33,0,55,12233,0.2430849304656862
21,0,24,18725,0.0937963005558417
32,0,56,3243,0.06419379353943509
58,0,31,15631,0.17274823651162377
51,0,38,19445,0.12520791345824644
50,0,39,1861,0.2307794504342135
29,2,42,9446,0.23299575314811855
47,0,56,1907,0.2090105230796681
24,0,46,10019,0.07572948706436865
42,0,44,17160,0.18161305008570433
39,0,29,5436,0.06843835066933768
17,0,56,15962,0.05504827810738089
18,0,36,16365,0.08943705397988971
6,2,50,746,0.14889030732089875
10,0,42,10821,0.1402192466113309
27,1,49,5394,0.20520070297389165
30,1,50,19491,0.15468139365899958
12,1,45,14072,0.10284509241463312
26,0,40,10621,0.07794275728316978
37,0,52,13182,0.16394227301867148
16,2,27,4020,0.18496844604315793
22,0,63,10332,0.09258435224120204
23,0,39,15520,0.17636634759235864
31,0,64,18925,0.22204230923983265
23,0,44,3380,0.09843963510948613
45,0,26,18155,0.21388718925471867
21,0,49,6025,0.24007471935809893
27,0,43,17364,0.2372988829440757
24,0,58,18819,0.07823847391054202
13,0,57,16000,0.05978827672028935
42,0,31,19539,0.19531554353375807
16,2,54,11329,0.12640916296951324
19,2,45,15644,0.0855466330557243
48,0,41,18204,0.1394149821988726
57,0,39,4534,0.15853708134084668
41,1,50,14401,0.082353756833522
55,0,51,14967,0.05757067395615814
51,0,59,10100,0.20636097700215145
30,0,59,12084,0.14121938698322134
46,0,31,13275,0.09887514214786364
21,0,41,9211,0.24103898620830277
29,0,64,12119,0.20181117441304575
33,2,58,9199,0.1305305410471353
57,0,40,9670,0.10457022914736301
51,0,21,9334,0.1958413247602191
30,0,31,9529,0.19487011692378792
40,0,61,6785,0.22679859444963196
14,0,52,2583,0.05262626271246654
48,0,55,10991,0.1759230952373229
34,2,55,8752,0.10634954006398839
33,0,26,1212,0.24492374042880416
46,1,46,10812,0.05496416581436075
39,0,50,17045,0.14748863283054203
7,0,25,5494,0.19216164814631798
19,0,43,17992,0.20025272234529817
13,0,32,11041,0.1766149059485177
44,0,63,8120,0.1444243683472929
5,0,32,17492,0.23188600602325032
14,0,34,18997,0.16535214960655065
37,0,60,18524,0.1542413228284845
42,1,47,15634,0.22142321477056248
31,0,62,12716,0.1386396270063603
52,0,44,17033,0.17157687864958154
55,1,29,17235,0.1158031076388057
10,1,30,17879,0.09243458453882275
57,0,28,16687,0.14206757617193821
38,0,56,7136,0.1172059444707994
39,2,22,19365,0.05754664356266435
8,0,53,16347,0.14733924610032684
38,0,40,17387,0.18124719012286766
44,0,44,3330,0.06040072915347519
36,0,57,751,0.16346363034869665
7,0,62,19552,0.1120071650994705
32,0,33,12527,0.05815668286324565
56,0,61,12107,0.06937748247841763
44,0,61,14185,0.1932640429939661
10,0,56,14035,0.15782724423580397
57,0,26,1304,0.24117937751447976
57,0,27,6474,0.18631704035399937
12,0,22,11040,0.24251427359618055
48,2,60,1121,0.10702466972799192
26,0,62,17771,0.16649664361536975
36,2,34,3680,0.16172729948764775
28,0,44,8883,0.15472244739441612
47,0,46,3270,0.22948245994614225
59,0,38,1720,0.15554154269242085
48,0,63,9127,0.10272762756186914
56,0,62,15653,0.19039289664581366
56,0,31,6204,0.10296967449261521
8,0,45,9446,0.06667155994680694
17,2,29,18915,0.16772791270053025
44,0,24,7825,0.07749527552400085
36,0,58,16909,0.19284324681080378
5,0,59,19751,0.13763936517745928
8,0,21,11027,0.22323972869011816
32,0,44,12431,0.13094684102642856
38,0,28,17121,0.129238854349109
12,0,45,13751,0.13577190511003895
12,1,35,11909,0.19274501699923696
10,1,44,17736,0.08103615245648706
35,0,53,18440,0.11826096023172672
3,0,24,6437,0.10357610064496366
35,0,42,15030,0.12759169237788576
30,0,36,5572,0.23233335571748875
29,0,38,14836,0.1762646449439424
41,0,61,2185,0.1506542938189277
32,0,61,5860,0.0758017031853983
44,0,49,15953,0.1652531469209627
46,0,54,15992,0.20974692223389407
55,0,37,9650,0.12218905994338246
48,1,48,15561,0.2305751350459584
32,0,41,9980,0.12029350644625186
31,0,35,2078,0.08209122287302201
16,0,55,16335,0.2155450069038714
37,2,58,1628,0.16311784708377275
10,1,36,16128,0.15335928516841102
56,0,32,17684,0.23513807353516158
51,1,38,539,0.2149566714097058
9,0,62,19587,0.24854727318031877
47,0,54,12531,0.1883320580937657
9,0,32,12290,0.16592165526829897
44,0,48,6826,0.15776768409229217
7,0,57,3830,0.12119832795907726
30,2,36,943,0.08618616997227771
40,2,61,8713,0.21502557710623044
44,0,62,15925,0.05132663876168733
26,0,30,910,0.22757134768652637
55,0,47,4854,0.1024953998155709
47,2,31,16523,0.09788004766267402
14,0,50,9043,0.051412339504566695
41,2,24,2511,0.12199948705253752
44,0,49,19656,0.06776159903866888
22,0,36,7035,0.08690842205344762
45,0,43,3948,0.1876618914459146
54,0,43,11472,0.13306632643564656
49,0,64,2161,0.05218839254983496
46,0,24,14112,0.1133763783378339
39,0,46,13077,0.05122577099800148
18,0,27,18187,0.23303675977744992
48,1,49,6232,0.2220948024854184
23,0,39,8725,0.12065577554081718
33,0,28,13552,0.09808966138847422
20,0,28,4225,0.07138370793411833
20,0,26,7558,0.19103776707071574
11,2,55,2623,0.07408739036383338
57,0,61,14166,0.18390828271514054
11,0,35,13341,0.1016706822630225
7,0,37,2330,0.1958592060362786
56,1,23,3011,0.12864785639568635
34,0,28,8310,0.0773680493936271
27,0,27,13335,0.10547606712220575
45,0,62,15898,0.1880117502305338
24,2,34,9396,0.18701811466540624
10,2,55,16170,0.16945123999880324
44,0,27,8622,0.11464940701191934
13,0,28,12061,0.17705151253345425
34,0,30,5587,0.05844183404507586
57,2,29,13004,0.17085434651922804
56,1,30,18084,0.2062566935894697
23,2,33,6079,0.07764213852447942
47,0,39,14465,0.2132965893314066
37,0,29,9353,0.23100119361452698
30,2,44,10731,0.2418044342575401
10,0,37,11778,0.05600773640669188
24,2,48,8763,0.22912538547056782
40,0,46,13488,0.06268904069816017
59,0,61,7528,0.12588484013831905
3,0,48,3690,0.15967580581180618
43,2,51,8283,0.09434280464119649
51,0,57,9106,0.11891537515826939
57,0,29,17145,0.23161406884441477
27,2,59,13002,0.08501586168182179
9,2,40,8717,0.15775881526493224
