pd,lgd,ead,ecl,limit,rate,term,profit,fallback,top_drivers,counterfactual
0.6444669914392602,0.2917858256222017,1403.0,263.82900545625546,20000.0,0.15,36.0,8736.170994543745,credit,"[('cat__other_payment_plans_none', -0.6248186604287902), ('num__installment_commitment', 0.5743042004776964), ('cat__checking_status_<0', 0.5232774123312848)]","{'feature': 'credit_amount', 'from': 1403, 'to': 701.5, 'pd_before': 0.6444669914392602, 'pd_after': 0.6257685679374366, 'delta': -0.018698423501823602}"
0.4635831390181978,0.2281973318884889,1282.0,135.62077422439222,20000.0,0.15,36.0,8864.379225775609,credit,"[('num__installment_commitment', 1.1486084009553927), ('num__duration', 0.6842398507808253), ('cat__other_payment_plans_none', -0.6248186604287902)]","{'feature': 'credit_amount', 'from': 1282, 'to': 641.0, 'pd_before': 0.46358313901819787, 'pd_after': 0.4453034258258713, 'delta': -0.018279713192326574}"
0.0265631759231899,0.1563458324116621,2424.0,10.066973447329552,20000.0,0.15,36.0,8989.93302655267,credit,"[('num__installment_commitment', 1.1486084009553927), ('cat__checking_status_no checking', -1.0176603432442761), ('cat__credit_history_critical/other existing credit', -0.9320508917489864)]","{'feature': 'credit_amount', 'from': 2424, 'to': 1212.0, 'pd_before': 0.02656317592318997, 'pd_after': 0.023186322615090186, 'delta': -0.0033768533080997844}"
0.7706499736559297,0.1456336540035474,8072.0,905.9413181267352,20000.0,0.15,36.0,8094.058681873265,cashflow,"[('num__credit_amount', 0.9285885501830551), ('num__duration', 0.8552998134760316), ('cat__personal_status_male single', -0.6625914811599087)]","{'feature': 'credit_amount', 'from': 8072, 'to': 4036.0, 'pd_before': 0.7706499736559296, 'pd_after': 0.6786752995264146, 'delta': -0.09197467412951499}"
0.5545154435014732,0.3281252531586547,12579.0,2288.7555945933723,,,,,credit,"[('num__credit_amount', 1.447065829131894), ('num__installment_commitment', 1.1486084009553927), ('cat__purpose_used car', -0.9813482536491334)]","{'feature': 'credit_amount', 'from': 12579, 'to': 6289.5, 'pd_before': 0.5545154435014732, 'pd_after': 0.3764600655928174, 'delta': -0.17805537790865578}"
0.0711693318255533,0.313299117387217,3430.0,76.47970074172457,20000.0,0.15,36.0,8923.520299258276,credit,"[('cat__checking_status_no checking', -1.0176603432442761), ('num__installment_commitment', 0.8614563007165446), ('num__duration', 0.6842398507808253)]","{'feature': 'credit_amount', 'from': 3430, 'to': 1715.0, 'pd_before': 0.07116933182555334, 'pd_after': 0.059180733662242274, 'delta': -0.011988598163311062}"
0.0763368159679932,0.3289442076206118,2134.0,53.58592104282083,20000.0,0.15,36.0,8946.41407895718,credit,"[('num__installment_commitment', 1.1486084009553927), ('cat__checking_status_no checking', -1.0176603432442761), ('cat__credit_history_critical/other existing credit', -0.9320508917489864)]","{'feature': 'credit_amount', 'from': 2134, 'to': 1067.0, 'pd_before': 0.07633681596799317, 'pd_after': 0.0681196992064106, 'delta': -0.008217116761582571}"
0.1848696589732869,0.1635722433179325,2647.0,80.04407519063746,20000.0,0.15,36.0,8919.955924809363,credit,"[('cat__personal_status_male single', -0.6625914811599087), ('cat__other_payment_plans_none', -0.6248186604287902), ('num__installment_commitment', 0.5743042004776964)]","{'feature': 'credit_amount', 'from': 2647, 'to': 1323.5, 'pd_before': 0.184869658973287, 'pd_after': 0.16301688838068742, 'delta': -0.021852770592599574}"
0.1798278951610036,0.4130549545949253,2241.0,166.45879768128037,20000.0,0.15,36.0,8833.54120231872,cashflow,"[('cat__credit_history_critical/other existing credit', -0.9320508917489864), ('cat__foreign_worker_no', -0.8004849231861298), ('cat__personal_status_male single', -0.6625914811599087)]","{'feature': 'credit_amount', 'from': 2241, 'to': 1120.5, 'pd_before': 0.17982789516100364, 'pd_after': 0.16159415930325544, 'delta': -0.018233735857748207}"
0.053497153767683,0.1129333196385823,1804.0,10.89906654382506,20000.0,0.15,36.0,8989.100933456175,cashflow,"[('cat__purpose_used car', -0.9813482536491334), ('cat__credit_history_critical/other existing credit', -0.9320508917489864), ('num__installment_commitment', 0.8614563007165446)]","{'feature': 'credit_amount', 'from': 1804, 'to': 902.0, 'pd_before': 0.05349715376768309, 'pd_after': 0.04847997045844459, 'delta': -0.005017183309238497}"
0.0080814046022636,0.3648103431760136,2069.0,6.099784391646465,20000.0,0.15,36.0,8993.900215608353,credit,"[('cat__checking_status_no checking', -1.0176603432442761), ('cat__credit_history_critical/other existing credit', -0.9320508917489864), ('cat__foreign_worker_no', -0.8004849231861298)]","{'feature': 'credit_amount', 'from': 2069, 'to': 1034.5, 'pd_before': 0.008081404602263663, 'pd_after': 0.007181194852740041, 'delta': -0.0009002097495236219}"
0.2163607966362663,0.2989206613643368,1374.0,88.86305487033901,20000.0,0.15,36.0,8911.136945129661,credit,"[('cat__personal_status_male single', -0.6625914811599087), ('cat__checking_status_<0', 0.5232774123312848), ('cat__savings_status_<100', 0.5049896871194027)]","{'feature': 'credit_amount', 'from': 1374, 'to': 687.0, 'pd_before': 0.21636079663626637, 'pd_after': 0.2032615949193138, 'delta': -0.013099201716952558}"
0.2051925795527245,0.09624516671128,426.0,8.41298625548904,20000.0,0.15,36.0,8991.58701374451,credit,"[('num__installment_commitment', 1.1486084009553927), ('cat__checking_status_no checking', -1.0176603432442761), ('cat__other_payment_plans_none', -0.6248186604287902)]","{'feature': 'credit_amount', 'from': 426, 'to': 213.0, 'pd_before': 0.20519257955272457, 'pd_after': 0.20122525411900083, 'delta': -0.003967325433723745}"
0.1496284257918477,0.395987313395504,409.0,24.233641959797147,20000.0,0.15,36.0,8975.766358040202,credit,"[('num__installment_commitment', 0.8614563007165446), ('cat__other_payment_plans_none', -0.6248186604287902), ('cat__savings_status_>=1000', -0.5917619242751514)]","{'feature': 'credit_amount', 'from': 409, 'to': 204.5, 'pd_before': 0.14962842579184776, 'pd_after': 0.14665967723937476, 'delta': -0.002968748552473005}"
0.1043344877809384,0.2534905460037905,2415.0,63.87145215319741,20000.0,0.15,36.0,8936.128547846803,credit,"[('num__installment_commitment', 0.8614563007165446), ('cat__personal_status_male single', -0.6625914811599087), ('cat__other_parties_guarantor', -0.6376122101131426)]","{'feature': 'credit_amount', 'from': 2415, 'to': 1207.5, 'pd_before': 0.10433448778093853, 'pd_after': 0.09204863626338355, 'delta': -0.012285851517554972}"
0.8041181335214315,0.6281818928514328,6836.0,3453.0854363461463,,,,,credit,"[('num__duration', 1.7105996269520631), ('num__installment_commitment', 0.8614563007165446), ('num__credit_amount', 0.7864013043918935)]","{'feature': 'credit_amount', 'from': 6836, 'to': 3418.0, 'pd_before': 0.8041181335214315, 'pd_after': 0.7347843493750145, 'delta': -0.069333784146417}"
0.2309719410518603,0.2266191408318593,1913.0,100.13151400802168,20000.0,0.15,36.0,8899.868485991978,cashflow,"[('num__installment_commitment', 0.8614563007165446), ('cat__savings_status_>=1000', -0.5917619242751514), ('num__duration', 0.513179888085619)]","{'feature': 'credit_amount', 'from': 1913, 'to': 956.5, 'pd_before': 0.2309719410518604, 'pd_after': 0.21200777365914728, 'delta': -0.018964167392713116}"
0.5192936226344008,0.5606250264600108,4020.0,1170.3385837383018,20000.0,0.15,36.0,7829.661416261698,credit,"[('num__duration', 0.6842398507808253), ('cat__personal_status_male single', -0.6625914811599087), ('num__installment_commitment', 0.5743042004776964)]","{'feature': 'credit_amount', 'from': 4020, 'to': 2010.0, 'pd_before': 0.5192936226344008, 'pd_after': 0.4615724286615871, 'delta': -0.05772119397281372}"
0.3018243859719934,0.1640564553357773,5866.0,290.46225736665053,20000.0,0.15,36.0,8709.537742633349,credit,"[('num__credit_amount', 0.6748142263842667), ('cat__personal_status_male single', -0.6625914811599087), ('cat__other_payment_plans_none', -0.6248186604287902)]","{'feature': 'credit_amount', 'from': 5866, 'to': 2933.0, 'pd_before': 0.30182438597199346, 'pd_after': 0.23576632464426475, 'delta': -0.0660580613277287}"
0.0519197702628567,0.0688624480669468,1264.0,4.519207618984463,20000.0,0.15,36.0,8995.480792381015,credit,"[('num__installment_commitment', 1.1486084009553927), ('cat__checking_status_no checking', -1.0176603432442761), ('cat__credit_history_critical/other existing credit', -0.9320508917489864)]","{'feature': 'credit_amount', 'from': 1264, 'to': 632.0, 'pd_before': 0.05191977026285678, 'pd_after': 0.04845535998228466, 'delta': -0.003464410280572122}"
0.4997863416720638,0.5079425083905975,1474.0,374.1936611431475,20000.0,0.15,36.0,8625.806338856852,cashflow,"[('num__installment_commitment', 1.1486084009553927), ('cat__savings_status_<100', 0.5049896871194027), ('cat__own_telephone_yes', -0.48588636629150395)]","{'feature': 'credit_amount', 'from': 1474, 'to': 737.0, 'pd_before': 0.49978634167206387, 'pd_after': 0.47860362360620917, 'delta': -0.0211827180658547}"
0.5173939552424143,0.0462507704505868,4746.0,113.57115854185518,20000.0,0.15,36.0,8886.428841458144,cashflow,"[('num__duration', 1.2829497202140474), ('num__installment_commitment', 1.1486084009553927), ('cat__credit_history_critical/other existing credit', -0.9320508917489864)]","{'feature': 'credit_amount', 'from': 4746, 'to': 2373.0, 'pd_before': 0.5173939552424144, 'pd_after': 0.4493290932033601, 'delta': -0.06806486203905426}"
0.3969794686967173,0.1189372883745781,6110.0,288.4876920531982,20000.0,0.15,36.0,8711.512307946801,credit,"[('num__duration', 1.3684797015616506), ('cat__checking_status_no checking', -1.0176603432442761), ('cat__credit_history_critical/other existing credit', -0.9320508917489864)]","{'feature': 'credit_amount', 'from': 6110, 'to': 3055.0, 'pd_before': 0.39697946869671746, 'pd_after': 0.31658544623075363, 'delta': -0.08039402246596383}"
0.3531997744268741,0.4358033211641459,2100.0,323.2438329322838,20000.0,0.15,36.0,8676.756167067717,credit,"[('num__installment_commitment', 1.1486084009553927), ('cat__personal_status_male single', -0.6625914811599087), ('num__duration', 0.513179888085619)]","{'feature': 'credit_amount', 'from': 2100, 'to': 1050.0, 'pd_before': 0.35319977442687417, 'pd_after': 0.32611843073263164, 'delta': -0.027081343694242532}"
0.0952724465803236,0.2439252486299304,1225.0,28.468210144116835,20000.0,0.15,36.0,8971.531789855882,credit,"[('cat__personal_status_male single', -0.6625914811599087), ('cat__other_payment_plans_none', -0.6248186604287902), ('num__installment_commitment', 0.5743042004776964)]","{'feature': 'credit_amount', 'from': 1225, 'to': 612.5, 'pd_before': 0.09527244658032366, 'pd_after': 0.0893697959782313, 'delta': -0.0059026506020923575}"
0.1824555245881597,0.2768931445268666,458.0,23.138473244297668,20000.0,0.15,36.0,8976.861526755702,credit,"[('num__installment_commitment', 1.1486084009553927), ('cat__personal_status_male single', -0.6625914811599087), ('cat__other_payment_plans_none', -0.6248186604287902)]","{'feature': 'credit_amount', 'from': 458, 'to': 229.0, 'pd_before': 0.18245552458815975, 'pd_after': 0.17855876821448782, 'delta': -0.003896756373671928}"
0.1856273576210452,0.479835745865537,2333.0,207.8018068461347,20000.0,0.15,36.0,8792.198193153865,credit,"[('num__installment_commitment', 1.1486084009553927), ('cat__checking_status_no checking', -1.0176603432442761), ('num__duration', 0.8552998134760316)]","{'feature': 'credit_amount', 'from': 2333, 'to': 1166.5, 'pd_before': 0.18562735762104537, 'pd_after': 0.16619068106937926, 'delta': -0.019436676551666116}"
0.2045743241232777,0.4232122092470457,1158.0,100.25773123088806,20000.0,0.15,36.0,8899.742268769112,credit,"[('num__installment_commitment', 0.8614563007165446), ('cat__other_payment_plans_none', -0.6248186604287902), ('cat__own_telephone_yes', -0.48588636629150395)]","{'feature': 'credit_amount', 'from': 1158, 'to': 579.0, 'pd_before': 0.20457432412327775, 'pd_after': 0.19394877891301507, 'delta': -0.010625545210262682}"
0.3203724225997416,0.2031280864899692,6204.0,403.7354569830832,20000.0,0.15,36.0,8596.264543016916,credit,"[('num__credit_amount', 0.7136971463498109), ('cat__personal_status_male single', -0.6625914811599087), ('cat__other_payment_plans_none', -0.6248186604287902)]","{'feature': 'credit_amount', 'from': 6204, 'to': 3102.0, 'pd_before': 0.32037242259974164, 'pd_after': 0.24807426576962732, 'delta': -0.07229815683011431}"
0.182018628790985,0.0528972644074069,6187.0,59.570214974283445,20000.0,0.15,36.0,8940.429785025717,credit,"[('cat__purpose_used car', -0.9813482536491334), ('cat__credit_history_critical/other existing credit', -0.9320508917489864), ('num__duration', 0.8552998134760316)]","{'feature': 'credit_amount', 'from': 6187, 'to': 3093.5, 'pd_before': 0.18201862879098507, 'pd_after': 0.1348661682646138, 'delta': -0.04715246052637126}"
0.7049459860341082,0.1579292925595919,6143.0,683.910146986538,20000.0,0.15,36.0,8316.089853013462,credit,"[('num__duration', 1.3684797015616506), ('num__installment_commitment', 1.1486084009553927), ('cat__purpose_used car', -0.9813482536491334)]","{'feature': 'credit_amount', 'from': 6143, 'to': 3071.5, 'pd_before': 0.7049459860341082, 'pd_after': 0.626591738822828, 'delta': -0.07835424721128015}"
0.1973521939850429,0.1738917440626457,1393.0,47.80485866886165,20000.0,0.15,36.0,8952.195141331138,cashflow,"[('num__installment_commitment', 1.1486084009553927), ('cat__checking_status_no checking', -1.0176603432442761), ('cat__credit_history_critical/other existing credit', -0.9320508917489864)]","{'feature': 'credit_amount', 'from': 1393, 'to': 696.5, 'pd_before': 0.19735219398504303, 'pd_after': 0.18496714294100383, 'delta': -0.012385051044039197}"
0.114328036249135,0.4552325047221421,2299.0,119.6533822555108,20000.0,0.15,36.0,8880.34661774449,credit,"[('num__installment_commitment', 1.1486084009553927), ('num__duration', 1.026359776171238), ('cat__checking_status_no checking', -1.0176603432442761)]","{'feature': 'credit_amount', 'from': 2299, 'to': 1149.5, 'pd_before': 0.11432803624913508, 'pd_after': 0.10160553320749685, 'delta': -0.01272250304163823}"
0.1411584313819215,0.5640587698096096,1352.0,107.6484723595872,20000.0,0.15,36.0,8892.351527640412,cashflow,"[('cat__purpose_used car', -0.9813482536491334), ('cat__other_payment_plans_none', -0.6248186604287902), ('cat__checking_status_<0', 0.5232774123312848)]","{'feature': 'credit_amount', 'from': 1352, 'to': 676.0, 'pd_before': 0.14115843138192147, 'pd_after': 0.13199110578476453, 'delta': -0.009167325597156939}"
0.082786301917195,0.0891963095494814,7228.0,53.37323332143672,20000.0,0.15,36.0,8946.626766678562,credit,"[('cat__checking_status_no checking', -1.0176603432442761), ('cat__credit_history_critical/other existing credit', -0.9320508917489864), ('num__credit_amount', 0.8314962884939447)]","{'feature': 'credit_amount', 'from': 7228, 'to': 3614.0, 'pd_before': 0.08278630191719513, 'pd_after': 0.056209097559830376, 'delta': -0.026577204357364756}"
0.1488341344585612,0.2339890354013085,2073.0,72.19337666913734,20000.0,0.15,36.0,8927.806623330862,credit,"[('num__installment_commitment', 1.1486084009553927), ('cat__checking_status_no checking', -1.0176603432442761), ('cat__other_payment_plans_none', -0.6248186604287902)]","{'feature': 'credit_amount', 'from': 2073, 'to': 1036.5, 'pd_before': 0.1488341344585612, 'pd_after': 0.1343524066079904, 'delta': -0.014481727850570808}"
0.4127852524343742,0.5450425599776015,2333.0,524.8912431413717,20000.0,0.15,36.0,8475.108756858628,cashflow,"[('num__installment_commitment', 1.1486084009553927), ('num__duration', 0.6842398507808253), ('cat__personal_status_male single', -0.6625914811599087)]","{'feature': 'credit_amount', 'from': 2333, 'to': 1166.5, 'pd_before': 0.4127852524343742, 'pd_after': 0.38068183455684323, 'delta': -0.03210341787753096}"
0.1330940020098381,0.2092531689413234,5965.0,166.12728816678154,20000.0,0.15,36.0,8833.872711833219,credit,"[('cat__purpose_used car', -0.9813482536491334), ('num__duration', 0.7697698321284284), ('num__credit_amount', 0.6862030106345296)]","{'feature': 'credit_amount', 'from': 5965, 'to': 2982.5, 'pd_before': 0.13309400200983815, 'pd_after': 0.0982363281757166, 'delta': -0.03485767383412154}"
0.0734641331017784,0.3996442644059915,1262.0,37.05171352530935,20000.0,0.15,36.0,8962.948286474691,credit,"[('cat__checking_status_no checking', -1.0176603432442761), ('num__installment_commitment', 0.8614563007165446), ('cat__personal_status_male single', -0.6625914811599087)]","{'feature': 'credit_amount', 'from': 1262, 'to': 631.0, 'pd_before': 0.0734641331017785, 'pd_after': 0.06867362467243442, 'delta': -0.004790508429344087}"
0.0103323674775023,0.3734145063194637,3378.0,13.033188432641737,20000.0,0.15,36.0,8986.966811567358,credit,"[('cat__checking_status_no checking', -1.0176603432442761), ('cat__purpose_used car', -0.9813482536491334), ('cat__personal_status_male single', -0.6625914811599087)]","{'feature': 'credit_amount', 'from': 3378, 'to': 1689.0, 'pd_before': 0.010332367477502399, 'pd_after': 0.008523338670548618, 'delta': -0.0018090288069537806}"
0.7534983506538264,0.3619444339374875,2225.0,606.812088150511,20000.0,0.15,36.0,8393.187911849489,credit,"[('num__installment_commitment', 1.1486084009553927), ('num__duration', 1.026359776171238), ('cat__personal_status_male single', -0.6625914811599087)]","{'feature': 'credit_amount', 'from': 2225, 'to': 1112.5, 'pd_before': 0.7534983506538265, 'pd_after': 0.7289650718276431, 'delta': -0.02453327882618339}"
0.035231715230867,0.2160429906448934,783.0,5.959855492112175,20000.0,0.15,36.0,8994.040144507888,credit,"[('cat__checking_status_no checking', -1.0176603432442761), ('cat__personal_status_male single', -0.6625914811599087), ('cat__other_parties_guarantor', -0.6376122101131426)]","{'feature': 'credit_amount', 'from': 783, 'to': 391.5, 'pd_before': 0.03523171523086708, 'pd_after': 0.033732506727785085, 'delta': -0.0014992085030819946}"
0.1371010525802735,0.1251097830076319,6468.0,110.9435532458038,20000.0,0.15,36.0,8889.056446754197,cashflow,"[('num__credit_amount', 0.7440672376838454), ('cat__personal_status_male single', -0.6625914811599087), ('cat__other_payment_plans_none', -0.6248186604287902)]","{'feature': 'credit_amount', 'from': 6468, 'to': 3234.0, 'pd_before': 0.13710105258027352, 'pd_after': 0.09871247929267955, 'delta': -0.03838857328759397}"
0.3068758470438033,0.2673022690010052,9566.0,784.6856853302169,20000.0,0.15,36.0,8215.314314669784,credit,"[('num__credit_amount', 1.1004556579597502), ('num__duration', 1.026359776171238), ('cat__checking_status_no checking', -1.0176603432442761)]","{'feature': 'credit_amount', 'from': 9566, 'to': 4783.0, 'pd_before': 0.30687584704380333, 'pd_after': 0.20342989278532408, 'delta': -0.10344595425847924}"
0.4520711811535095,0.3925602709342212,1961.0,348.0092284814983,20000.0,0.15,36.0,8651.990771518502,credit,"[('num__installment_commitment', 0.8614563007165446), ('cat__other_payment_plans_none', -0.6248186604287902), ('num__duration', 0.513179888085619)]","{'feature': 'credit_amount', 'from': 1961, 'to': 980.5, 'pd_before': 0.4520711811535097, 'pd_after': 0.4243110464112419, 'delta': -0.027760134742267795}"
0.9251963093522872,0.0512873041476746,6229.0,295.57118589806004,20000.0,0.15,36.0,8704.42881410194,cashflow,"[('num__installment_commitment', 1.1486084009553927), ('num__duration', 1.026359776171238), ('cat__credit_history_critical/other existing credit', -0.9320508917489864)]","{'feature': 'credit_amount', 'from': 6229, 'to': 3114.5, 'pd_before': 0.9251963093522869, 'pd_after': 0.8963073521235031, 'delta': -0.028888957228783818}"
0.2620797287553784,0.6816644924045036,1391.0,248.50276937271917,20000.0,0.15,36.0,8751.497230627281,credit,"[('num__installment_commitment', 0.5743042004776964), ('cat__savings_status_<100', 0.5049896871194027), ('cat__own_telephone_yes', -0.48588636629150395)]","{'feature': 'credit_amount', 'from': 1391, 'to': 695.5, 'pd_before': 0.26207972875537844, 'pd_after': 0.24690344361678246, 'delta': -0.01517628513859598}"
0.0219494508542268,0.0242111501000588,1537.0,0.8167947674904111,20000.0,0.15,36.0,8999.18320523251,credit,"[('num__installment_commitment', 1.1486084009553927), ('cat__credit_history_critical/other existing credit', -0.9320508917489864), ('cat__personal_status_male single', -0.6625914811599087)]","{'feature': 'credit_amount', 'from': 1537, 'to': 768.5, 'pd_before': 0.021949450854226834, 'pd_after': 0.020129656015824303, 'delta': -0.001819794838402531}"
0.510362526371166,0.0415054279709138,1953.0,41.37003784606854,20000.0,0.15,36.0,8958.629962153931,credit,"[('num__installment_commitment', 1.1486084009553927), ('num__duration', 1.026359776171238), ('cat__personal_status_male single', -0.6625914811599087)]","{'feature': 'credit_amount', 'from': 1953, 'to': 976.5, 'pd_before': 0.510362526371166, 'pd_after': 0.4822877184299707, 'delta': -0.028074807941195268}"
0.7770778940448922,0.1151992124158375,14421.0,1290.950057857076,20000.0,0.15,36.0,7709.049942142925,credit,"[('num__credit_amount', 1.6589662391216349), ('num__duration', 1.3684797015616506), ('cat__personal_status_male single', -0.6625914811599087)]","{'feature': 'credit_amount', 'from': 14421, 'to': 7210.5, 'pd_before': 0.7770778940448922, 'pd_after': 0.6033001933302926, 'delta': -0.17377770071459964}"
0.2520043046702317,0.1945537538961284,3181.0,155.95928782308715,20000.0,0.15,36.0,8844.040712176913,cashflow,"[('num__installment_commitment', 1.1486084009553927), ('cat__checking_status_no checking', -1.0176603432442761), ('num__duration', 0.6842398507808253)]","{'feature': 'credit_amount', 'from': 3181, 'to': 1590.5, 'pd_before': 0.25200430467023166, 'pd_after': 0.21909991512673557, 'delta': -0.03290438954349609}"
0.1859535441168986,0.2644859660044401,5190.0,255.2551132606004,20000.0,0.15,36.0,8744.7448867394,credit,"[('num__installment_commitment', 1.1486084009553927), ('cat__checking_status_no checking', -1.0176603432442761), ('num__duration', 0.7697698321284284)]","{'feature': 'credit_amount', 'from': 5190, 'to': 2595.0, 'pd_before': 0.18595354411689868, 'pd_after': 0.14491608630819747, 'delta': -0.041037457808701217}"
0.2637766653153178,0.2562274533820433,2171.0,146.73099320052793,20000.0,0.15,36.0,8853.269006799472,cashflow,"[('cat__checking_status_no checking', -1.0176603432442761), ('num__installment_commitment', 0.5743042004776964), ('cat__savings_status_<100', 0.5049896871194027)]","{'feature': 'credit_amount', 'from': 2171, 'to': 1085.5, 'pd_before': 0.2637766653153177, 'pd_after': 0.24025084964459376, 'delta': -0.023525815670723926}"
